,TIME,GEO,ICCS,UNIT,Value
1744,2011,Romania,Sexual violence,Number,1325.0
1745,2011,Romania,Sexual violence,Per hundred thousand inhabitants,6.56
1746,2011,Romania,Rape,Number,780.0
1747,2011,Romania,Rape,Per hundred thousand inhabitants,3.86
1748,2011,Romania,Sexual assault,Number,545.0
1749,2011,Romania,Sexual assault,Per hundred thousand inhabitants,2.7
1750,2011,Romania,Theft,Number,49203.0
1751,2011,Romania,Theft,Per hundred thousand inhabitants,243.59
1752,2011,Slovenia,Intentional homicide,Number,17.0
1753,2011,Slovenia,Intentional homicide,Per hundred thousand inhabitants,0.83
1754,2011,Slovenia,Assault,Number,1974.0
1755,2011,Slovenia,Assault,Per hundred thousand inhabitants,96.28
1756,2011,Slovenia,Sexual violence,Number,471.0
1757,2011,Slovenia,Sexual violence,Per hundred thousand inhabitants,22.97
1758,2011,Slovenia,Rape,Number,55.0
1759,2011,Slovenia,Rape,Per hundred thousand inhabitants,2.68
1760,2011,Slovenia,Sexual assault,Number,416.0
1761,2011,Slovenia,Sexual assault,Per hundred thousand inhabitants,20.29
1762,2011,Slovenia,Theft,Number,31205.0
1763,2011,Slovenia,Theft,Per hundred thousand inhabitants,1522.05
1764,2011,Slovakia,Intentional homicide,Number,96.0
1765,2011,Slovakia,Intentional homicide,Per hundred thousand inhabitants,1.78
1766,2011,Slovakia,Assault,Number,2227.0
1767,2011,Slovakia,Assault,Per hundred thousand inhabitants,41.3
1768,2011,Slovakia,Sexual violence,Number,
1769,2011,Slovakia,Sexual violence,Per hundred thousand inhabitants,
1770,2011,Slovakia,Rape,Number,150.0
1771,2011,Slovakia,Rape,Per hundred thousand inhabitants,2.78
1772,2011,Slovakia,Sexual assault,Number,
1773,2011,Slovakia,Sexual assault,Per hundred thousand inhabitants,
1774,2011,Slovakia,Theft,Number,25199.0
1775,2011,Slovakia,Theft,Per hundred thousand inhabitants,467.3
1776,2011,Finland,Intentional homicide,Number,109.0
1777,2011,Finland,Intentional homicide,Per hundred thousand inhabitants,2.03
1778,2011,Finland,Assault,Number,40154.0
1779,2011,Finland,Assault,Per hundred thousand inhabitants,747.01
1780,2011,Finland,Sexual violence,Number,1554.0
1781,2011,Finland,Sexual violence,Per hundred thousand inhabitants,28.91
1782,2011,Finland,Rape,Number,1039.0
1783,2011,Finland,Rape,Per hundred thousand inhabitants,19.33
1784,2011,Finland,Sexual assault,Number,515.0
1785,2011,Finland,Sexual assault,Per hundred thousand inhabitants,9.58
1786,2011,Finland,Theft,Number,135801.0
1787,2011,Finland,Theft,Per hundred thousand inhabitants,2526.4
1788,2011,Sweden,Intentional homicide,Number,81.0
1789,2011,Sweden,Intentional homicide,Per hundred thousand inhabitants,0.86
1790,2011,Sweden,Assault,Number,89457.0
1791,2011,Sweden,Assault,Per hundred thousand inhabitants,950.1
1792,2011,Sweden,Sexual violence,Number,16095.0
1793,2011,Sweden,Sexual violence,Per hundred thousand inhabitants,170.94
1794,2011,Sweden,Rape,Number,6059.0
1795,2011,Sweden,Rape,Per hundred thousand inhabitants,64.35
1796,2011,Sweden,Sexual assault,Number,10036.0
1797,2011,Sweden,Sexual assault,Per hundred thousand inhabitants,106.59
1798,2011,Sweden,Theft,Number,415029.0
1799,2011,Sweden,Theft,Per hundred thousand inhabitants,4407.9
1800,2011,England and Wales,Intentional homicide,Number,528.0
1801,2011,England and Wales,Intentional homicide,Per hundred thousand inhabitants,0.94
1802,2011,England and Wales,Assault,Number,336867.0
1803,2011,England and Wales,Assault,Per hundred thousand inhabitants,602.28
1804,2011,England and Wales,Sexual violence,Number,38298.0
1805,2011,England and Wales,Sexual violence,Per hundred thousand inhabitants,68.47
1806,2011,England and Wales,Rape,Number,16038.0
1807,2011,England and Wales,Rape,Per hundred thousand inhabitants,28.67
1808,2011,England and Wales,Sexual assault,Number,22260.0
1809,2011,England and Wales,Sexual assault,Per hundred thousand inhabitants,39.8
1810,2011,England and Wales,Theft,Number,1573731.0
1811,2011,England and Wales,Theft,Per hundred thousand inhabitants,2813.63
1812,2011,Scotland,Intentional homicide,Number,91.0
1813,2011,Scotland,Intentional homicide,Per hundred thousand inhabitants,1.72
1814,2011,Scotland,Assault,Number,4693.0
1815,2011,Scotland,Assault,Per hundred thousand inhabitants,88.87
1816,2011,Scotland,Sexual violence,Number,4091.0
1817,2011,Scotland,Sexual violence,Per hundred thousand inhabitants,77.47
1818,2011,Scotland,Rape,Number,1183.0
1819,2011,Scotland,Rape,Per hundred thousand inhabitants,22.4
1820,2011,Scotland,Sexual assault,Number,2908.0
1821,2011,Scotland,Sexual assault,Per hundred thousand inhabitants,55.07
1822,2011,Scotland,Theft,Number,116016.0
1823,2011,Scotland,Theft,Per hundred thousand inhabitants,2197.03
1824,2011,Northern Ireland (UK),Intentional homicide,Number,23.0
1825,2011,Northern Ireland (UK),Intentional homicide,Per hundred thousand inhabitants,1.27
1826,2011,Northern Ireland (UK),Assault,Number,1446.0
1827,2011,Northern Ireland (UK),Assault,Per hundred thousand inhabitants,79.91
1828,2011,Northern Ireland (UK),Sexual violence,Number,1849.0
1829,2011,Northern Ireland (UK),Sexual violence,Per hundred thousand inhabitants,102.18
1830,2011,Northern Ireland (UK),Rape,Number,548.0
1831,2011,Northern Ireland (UK),Rape,Per hundred thousand inhabitants,30.28
1832,2011,Northern Ireland (UK),Sexual assault,Number,1301.0
1833,2011,Northern Ireland (UK),Sexual assault,Per hundred thousand inhabitants,71.9
1834,2011,Northern Ireland (UK),Theft,Number,26892.0
1835,2011,Northern Ireland (UK),Theft,Per hundred thousand inhabitants,1486.12
1836,2011,Iceland,Intentional homicide,Number,3.0
1837,2011,Iceland,Intentional homicide,Per hundred thousand inhabitants,0.94
1838,2011,Iceland,Assault,Number,60.0
1839,2011,Iceland,Assault,Per hundred thousand inhabitants,18.84
1840,2011,Iceland,Sexual violence,Number,
1841,2011,Iceland,Sexual violence,Per hundred thousand inhabitants,
1842,2011,Iceland,Rape,Number,
1843,2011,Iceland,Rape,Per hundred thousand inhabitants,
1844,2011,Iceland,Sexual assault,Number,
1845,2011,Iceland,Sexual assault,Per hundred thousand inhabitants,
1846,2011,Iceland,Theft,Number,4591.0
1847,2011,Iceland,Theft,Per hundred thousand inhabitants,1441.66
1848,2011,Liechtenstein,Intentional homicide,Number,0.0
1849,2011,Liechtenstein,Intentional homicide,Per hundred thousand inhabitants,0.0
1850,2011,Liechtenstein,Assault,Number,78.0
1851,2011,Liechtenstein,Assault,Per hundred thousand inhabitants,215.77
1852,2011,Liechtenstein,Sexual violence,Number,
1853,2011,Liechtenstein,Sexual violence,Per hundred thousand inhabitants,
1854,2011,Liechtenstein,Rape,Number,2.0
1855,2011,Liechtenstein,Rape,Per hundred thousand inhabitants,5.53
1856,2011,Liechtenstein,Sexual assault,Number,
1857,2011,Liechtenstein,Sexual assault,Per hundred thousand inhabitants,
1858,2011,Liechtenstein,Theft,Number,185.0
1859,2011,Liechtenstein,Theft,Per hundred thousand inhabitants,511.77
1860,2011,Norway,Intentional homicide,Number,111.0
1861,2011,Norway,Intentional homicide,Per hundred thousand inhabitants,2.26
1862,2011,Norway,Assault,Number,2837.0
1863,2011,Norway,Assault,Per hundred thousand inhabitants,57.66
1864,2011,Norway,Sexual violence,Number,2661.0
1865,2011,Norway,Sexual violence,Per hundred thousand inhabitants,54.08
1866,2011,Norway,Rape,Number,1075.0
1867,2011,Norway,Rape,Per hundred thousand inhabitants,21.85
1868,2011,Norway,Sexual assault,Number,1586.0
1869,2011,Norway,Sexual assault,Per hundred thousand inhabitants,32.23
1870,2011,Norway,Theft,Number,135255.0
1871,2011,Norway,Theft,Per hundred thousand inhabitants,2748.91
1872,2011,Switzerland,Intentional homicide,Number,46.0
1873,2011,Switzerland,Intentional homicide,Per hundred thousand inhabitants,0.58
1874,2011,Switzerland,Assault,Number,487.0
1875,2011,Switzerland,Assault,Per hundred thousand inhabitants,6.19
1876,2011,Switzerland,Sexual violence,Number,6121.0
1877,2011,Switzerland,Sexual violence,Per hundred thousand inhabitants,77.78
1878,2011,Switzerland,Rape,Number,552.0
1879,2011,Switzerland,Rape,Per hundred thousand inhabitants,7.01
1880,2011,Switzerland,Sexual assault,Number,5569.0
1881,2011,Switzerland,Sexual assault,Per hundred thousand inhabitants,70.76
1882,2011,Switzerland,Theft,Number,153888.0
1883,2011,Switzerland,Theft,Per hundred thousand inhabitants,1955.34
1884,2011,Montenegro,Intentional homicide,Number,19.0
1885,2011,Montenegro,Intentional homicide,Per hundred thousand inhabitants,3.07
1886,2011,Montenegro,Assault,Number,161.0
1887,2011,Montenegro,Assault,Per hundred thousand inhabitants,25.97
1888,2011,Montenegro,Sexual violence,Number,24.0
1889,2011,Montenegro,Sexual violence,Per hundred thousand inhabitants,3.87
1890,2011,Montenegro,Rape,Number,3.0
1891,2011,Montenegro,Rape,Per hundred thousand inhabitants,0.48
1892,2011,Montenegro,Sexual assault,Number,21.0
1893,2011,Montenegro,Sexual assault,Per hundred thousand inhabitants,3.39
1894,2011,Montenegro,Theft,Number,721.0
1895,2011,Montenegro,Theft,Per hundred thousand inhabitants,116.32
1896,2011,"Former Yugoslav Republic of Macedonia, the",Intentional homicide,Number,27.0
1897,2011,"Former Yugoslav Republic of Macedonia, the",Intentional homicide,Per hundred thousand inhabitants,1.31
1898,2011,"Former Yugoslav Republic of Macedonia, the",Assault,Number,239.0
1899,2011,"Former Yugoslav Republic of Macedonia, the",Assault,Per hundred thousand inhabitants,11.62
1900,2011,"Former Yugoslav Republic of Macedonia, the",Sexual violence,Number,
1901,2011,"Former Yugoslav Republic of Macedonia, the",Sexual violence,Per hundred thousand inhabitants,
1902,2011,"Former Yugoslav Republic of Macedonia, the",Rape,Number,41.0
1903,2011,"Former Yugoslav Republic of Macedonia, the",Rape,Per hundred thousand inhabitants,1.99
1904,2011,"Former Yugoslav Republic of Macedonia, the",Sexual assault,Number,
1905,2011,"Former Yugoslav Republic of Macedonia, the",Sexual assault,Per hundred thousand inhabitants,
1906,2011,"Former Yugoslav Republic of Macedonia, the",Theft,Number,5552.0
1907,2011,"Former Yugoslav Republic of Macedonia, the",Theft,Per hundred thousand inhabitants,269.87
1908,2011,Albania,Intentional homicide,Number,124.0
1909,2011,Albania,Intentional homicide,Per hundred thousand inhabitants,4.38
1910,2011,Albania,Assault,Number,169.0
1911,2011,Albania,Assault,Per hundred thousand inhabitants,5.97
1912,2011,Albania,Sexual violence,Number,44.0
1913,2011,Albania,Sexual violence,Per hundred thousand inhabitants,1.55
1914,2011,Albania,Rape,Number,22.0
1915,2011,Albania,Rape,Per hundred thousand inhabitants,0.78
1916,2011,Albania,Sexual assault,Number,22.0
1917,2011,Albania,Sexual assault,Per hundred thousand inhabitants,0.78
1918,2011,Albania,Theft,Number,5232.0
1919,2011,Albania,Theft,Per hundred thousand inhabitants,163.19
1920,2011,Serbia,Intentional homicide,Number,114.0
1921,2011,Serbia,Intentional homicide,Per hundred thousand inhabitants,1.57
1922,2011,Serbia,Assault,Number,1309.0
1923,2011,Serbia,Assault,Per hundred thousand inhabitants,18.05
1924,2011,Serbia,Sexual violence,Number,457.0
1925,2011,Serbia,Sexual violence,Per hundred thousand inhabitants,6.3
1926,2011,Serbia,Rape,Number,79.0
1927,2011,Serbia,Rape,Per hundred thousand inhabitants,1.09
1928,2011,Serbia,Sexual assault,Number,378.0
1929,2011,Serbia,Sexual assault,Per hundred thousand inhabitants,5.21
1930,2011,Serbia,Theft,Number,20899.0
1931,2011,Serbia,Theft,Per hundred thousand inhabitants,288.2
1932,2011,Turkey,Intentional homicide,Number,1688.0
1933,2011,Turkey,Intentional homicide,Per hundred thousand inhabitants,2.29
1934,2011,Turkey,Assault,Number,238395.0
1935,2011,Turkey,Assault,Per hundred thousand inhabitants,323.37
1936,2011,Turkey,Sexual violence,Number,
1937,2011,Turkey,Sexual violence,Per hundred thousand inhabitants,
1938,2011,Turkey,Rape,Number,
1939,2011,Turkey,Rape,Per hundred thousand inhabitants,
1940,2011,Turkey,Sexual assault,Number,
1941,2011,Turkey,Sexual assault,Per hundred thousand inhabitants,
1942,2011,Turkey,Theft,Number,209866.0
1943,2011,Turkey,Theft,Per hundred thousand inhabitants,284.67
1944,2011,Bosnia and Herzegovina,Intentional homicide,Number,49.0
1945,2011,Bosnia and Herzegovina,Intentional homicide,Per hundred thousand inhabitants,1.27
1946,2011,Bosnia and Herzegovina,Assault,Number,652.0
1947,2011,Bosnia and Herzegovina,Assault,Per hundred thousand inhabitants,16.97
1948,2011,Bosnia and Herzegovina,Sexual violence,Number,
1949,2011,Bosnia and Herzegovina,Sexual violence,Per hundred thousand inhabitants,
1950,2011,Bosnia and Herzegovina,Rape,Number,35.0
1951,2011,Bosnia and Herzegovina,Rape,Per hundred thousand inhabitants,0.91
1952,2011,Bosnia and Herzegovina,Sexual assault,Number,
1953,2011,Bosnia and Herzegovina,Sexual assault,Per hundred thousand inhabitants,
1954,2011,Bosnia and Herzegovina,Theft,Number,7828.0
1955,2011,Bosnia and Herzegovina,Theft,Per hundred thousand inhabitants,203.69
1956,2011,Kosovo (under United Nations Security Council Resolution 1244/99),Intentional homicide,Number,62.0
1957,2011,Kosovo (under United Nations Security Council Resolution 1244/99),Intentional homicide,Per hundred thousand inhabitants,3.46
1958,2011,Kosovo (under United Nations Security Council Resolution 1244/99),Assault,Number,3743.0
1959,2011,Kosovo (under United Nations Security Council Resolution 1244/99),Assault,Per hundred thousand inhabitants,208.62
1960,2011,Kosovo (under United Nations Security Council Resolution 1244/99),Sexual violence,Number,125.0
1961,2011,Kosovo (under United Nations Security Council Resolution 1244/99),Sexual violence,Per hundred thousand inhabitants,6.97
1962,2011,Kosovo (under United Nations Security Council Resolution 1244/99),Rape,Number,24.0
1963,2011,Kosovo (under United Nations Security Council Resolution 1244/99),Rape,Per hundred thousand inhabitants,1.34
1964,2011,Kosovo (under United Nations Security Council Resolution 1244/99),Sexual assault,Number,101.0
1965,2011,Kosovo (under United Nations Security Council Resolution 1244/99),Sexual assault,Per hundred thousand inhabitants,5.63
1966,2011,Kosovo (under United Nations Security Council Resolution 1244/99),Theft,Number,17575.0
1967,2011,Kosovo (under United Nations Security Council Resolution 1244/99),Theft,Per hundred thousand inhabitants,979.56
1968,2012,Belgium,Intentional homicide,Number,202.0
1969,2012,Belgium,Intentional homicide,Per hundred thousand inhabitants,1.82
1970,2012,Belgium,Assault,Number,72251.0
1971,2012,Belgium,Assault,Per hundred thousand inhabitants,651.21
1972,2012,Belgium,Sexual violence,Number,10606.0
1973,2012,Belgium,Sexual violence,Per hundred thousand inhabitants,95.59
1974,2012,Belgium,Rape,Number,3337.0
1975,2012,Belgium,Rape,Per hundred thousand inhabitants,30.08
1976,2012,Belgium,Sexual assault,Number,7269.0
1977,2012,Belgium,Sexual assault,Per hundred thousand inhabitants,65.52
1978,2012,Belgium,Theft,Number,263697.0
1979,2012,Belgium,Theft,Per hundred thousand inhabitants,2376.75
1980,2012,Bulgaria,Intentional homicide,Number,141.0
1981,2012,Bulgaria,Intentional homicide,Per hundred thousand inhabitants,1.92
1982,2012,Bulgaria,Assault,Number,2410.0
1983,2012,Bulgaria,Assault,Per hundred thousand inhabitants,32.89
1984,2012,Bulgaria,Sexual violence,Number,686.0
1985,2012,Bulgaria,Sexual violence,Per hundred thousand inhabitants,9.36
1986,2012,Bulgaria,Rape,Number,187.0
1987,2012,Bulgaria,Rape,Per hundred thousand inhabitants,2.55
1988,2012,Bulgaria,Sexual assault,Number,499.0
1989,2012,Bulgaria,Sexual assault,Per hundred thousand inhabitants,6.81
1990,2012,Bulgaria,Theft,Number,47544.0
1991,2012,Bulgaria,Theft,Per hundred thousand inhabitants,648.87
1992,2012,Czech Republic,Intentional homicide,Number,95.0
1993,2012,Czech Republic,Intentional homicide,Per hundred thousand inhabitants,0.9
1994,2012,Czech Republic,Assault,Number,18358.0
1995,2012,Czech Republic,Assault,Per hundred thousand inhabitants,174.75
1996,2012,Czech Republic,Sexual violence,Number,1981.0
1997,2012,Czech Republic,Sexual violence,Per hundred thousand inhabitants,18.86
1998,2012,Czech Republic,Rape,Number,669.0
1999,2012,Czech Republic,Rape,Per hundred thousand inhabitants,6.37
2000,2012,Czech Republic,Sexual assault,Number,1312.0
2001,2012,Czech Republic,Sexual assault,Per hundred thousand inhabitants,12.49
2002,2012,Czech Republic,Theft,Number,130494.0
2003,2012,Czech Republic,Theft,Per hundred thousand inhabitants,1242.16
2004,2012,Denmark,Intentional homicide,Number,40.0
2005,2012,Denmark,Intentional homicide,Per hundred thousand inhabitants,0.72
2006,2012,Denmark,Assault,Number,9557.0
2007,2012,Denmark,Assault,Per hundred thousand inhabitants,171.26
2008,2012,Denmark,Sexual violence,Number,1993.0
2009,2012,Denmark,Sexual violence,Per hundred thousand inhabitants,35.71
2010,2012,Denmark,Rape,Number,317.0
2011,2012,Denmark,Rape,Per hundred thousand inhabitants,5.68
2012,2012,Denmark,Sexual assault,Number,1676.0
2013,2012,Denmark,Sexual assault,Per hundred thousand inhabitants,30.03
2014,2012,Denmark,Theft,Number,202284.0
2015,2012,Denmark,Theft,Per hundred thousand inhabitants,3624.83
2016,2012,Germany (until 1990 former territory of the FRG),Intentional homicide,Number,619.0
2017,2012,Germany (until 1990 former territory of the FRG),Intentional homicide,Per hundred thousand inhabitants,0.76
2018,2012,Germany (until 1990 former territory of the FRG),Assault,Number,136077.0
2019,2012,Germany (until 1990 former territory of the FRG),Assault,Per hundred thousand inhabitants,166.26
2020,2012,Germany (until 1990 former territory of the FRG),Sexual violence,Number,45824.0
2021,2012,Germany (until 1990 former territory of the FRG),Sexual violence,Per hundred thousand inhabitants,55.99
2022,2012,Germany (until 1990 former territory of the FRG),Rape,Number,8031.0
2023,2012,Germany (until 1990 former territory of the FRG),Rape,Per hundred thousand inhabitants,9.81
2024,2012,Germany (until 1990 former territory of the FRG),Sexual assault,Number,37793.0
2025,2012,Germany (until 1990 former territory of the FRG),Sexual assault,Per hundred thousand inhabitants,46.18
2026,2012,Germany (until 1990 former territory of the FRG),Theft,Number,1338087.0
2027,2012,Germany (until 1990 former territory of the FRG),Theft,Per hundred thousand inhabitants,1634.93
2028,2012,Estonia,Intentional homicide,Number,63.0
2029,2012,Estonia,Intentional homicide,Per hundred thousand inhabitants,4.75
2030,2012,Estonia,Assault,Number,99.0
2031,2012,Estonia,Assault,Per hundred thousand inhabitants,7.47
2032,2012,Estonia,Sexual violence,Number,248.0
2033,2012,Estonia,Sexual violence,Per hundred thousand inhabitants,18.71
2034,2012,Estonia,Rape,Number,143.0
2035,2012,Estonia,Rape,Per hundred thousand inhabitants,10.79
2036,2012,Estonia,Sexual assault,Number,105.0
2037,2012,Estonia,Sexual assault,Per hundred thousand inhabitants,7.92
2038,2012,Estonia,Theft,Number,19248.0
2039,2012,Estonia,Theft,Per hundred thousand inhabitants,1452.44
2040,2012,Ireland,Intentional homicide,Number,79.0
2041,2012,Ireland,Intentional homicide,Per hundred thousand inhabitants,1.72
2042,2012,Ireland,Assault,Number,13566.0
2043,2012,Ireland,Assault,Per hundred thousand inhabitants,296.03
2044,2012,Ireland,Sexual violence,Number,1976.0
2045,2012,Ireland,Sexual violence,Per hundred thousand inhabitants,43.12
2046,2012,Ireland,Rape,Number,517.0
2047,2012,Ireland,Rape,Per hundred thousand inhabitants,11.28
2048,2012,Ireland,Sexual assault,Number,1459.0
2049,2012,Ireland,Sexual assault,Per hundred thousand inhabitants,31.84
2050,2012,Ireland,Theft,Number,76402.0
2051,2012,Ireland,Theft,Per hundred thousand inhabitants,1667.18
2052,2012,Greece,Intentional homicide,Number,165.0
2053,2012,Greece,Intentional homicide,Per hundred thousand inhabitants,1.49
2054,2012,Greece,Assault,Number,4590.0
2055,2012,Greece,Assault,Per hundred thousand inhabitants,41.4
2056,2012,Greece,Sexual violence,Number,821.0
2057,2012,Greece,Sexual violence,Per hundred thousand inhabitants,7.41
2058,2012,Greece,Rape,Number,167.0
2059,2012,Greece,Rape,Per hundred thousand inhabitants,1.51
2060,2012,Greece,Sexual assault,Number,654.0
2061,2012,Greece,Sexual assault,Per hundred thousand inhabitants,5.9
2062,2012,Greece,Theft,Number,150244.0
2063,2012,Greece,Theft,Per hundred thousand inhabitants,1355.21
2064,2012,Spain,Intentional homicide,Number,364.0
2065,2012,Spain,Intentional homicide,Per hundred thousand inhabitants,0.78
2066,2012,Spain,Assault,Number,17353.0
2067,2012,Spain,Assault,Per hundred thousand inhabitants,37.06
2068,2012,Spain,Sexual violence,Number,9008.0
2069,2012,Spain,Sexual violence,Per hundred thousand inhabitants,19.24
2070,2012,Spain,Rape,Number,1280.0
2071,2012,Spain,Rape,Per hundred thousand inhabitants,2.73
2072,2012,Spain,Sexual assault,Number,7728.0
2073,2012,Spain,Sexual assault,Per hundred thousand inhabitants,16.51
2074,2012,Spain,Theft,Number,212422.0
2075,2012,Spain,Theft,Per hundred thousand inhabitants,453.72
2076,2012,France,Intentional homicide,Number,784.0
2077,2012,France,Intentional homicide,Per hundred thousand inhabitants,1.2
2078,2012,France,Assault,Number,222061.0
2079,2012,France,Assault,Per hundred thousand inhabitants,340.18
2080,2012,France,Sexual violence,Number,26783.0
2081,2012,France,Sexual violence,Per hundred thousand inhabitants,41.03
2082,2012,France,Rape,Number,10885.0
2083,2012,France,Rape,Per hundred thousand inhabitants,16.68
2084,2012,France,Sexual assault,Number,15898.0
2085,2012,France,Sexual assault,Per hundred thousand inhabitants,24.35
2086,2012,France,Theft,Number,1343172.0
2087,2012,France,Theft,Per hundred thousand inhabitants,2057.65
2088,2012,Croatia,Intentional homicide,Number,51.0
2089,2012,Croatia,Intentional homicide,Per hundred thousand inhabitants,1.19
2090,2012,Croatia,Assault,Number,903.0
2091,2012,Croatia,Assault,Per hundred thousand inhabitants,21.12
2092,2012,Croatia,Sexual violence,Number,517.0
2093,2012,Croatia,Sexual violence,Per hundred thousand inhabitants,12.09
2094,2012,Croatia,Rape,Number,126.0
2095,2012,Croatia,Rape,Per hundred thousand inhabitants,2.95
2096,2012,Croatia,Sexual assault,Number,391.0
2097,2012,Croatia,Sexual assault,Per hundred thousand inhabitants,9.14
2098,2012,Croatia,Theft,Number,18617.0
2099,2012,Croatia,Theft,Per hundred thousand inhabitants,435.39
2100,2012,Italy,Intentional homicide,Number,530.0
2101,2012,Italy,Intentional homicide,Per hundred thousand inhabitants,0.89
2102,2012,Italy,Assault,Number,69527.0
2103,2012,Italy,Assault,Per hundred thousand inhabitants,117.06
2104,2012,Italy,Sexual violence,Number,
2105,2012,Italy,Sexual violence,Per hundred thousand inhabitants,
2106,2012,Italy,Rape,Number,
2107,2012,Italy,Rape,Per hundred thousand inhabitants,
2108,2012,Italy,Sexual assault,Number,4689.0
2109,2012,Italy,Sexual assault,Per hundred thousand inhabitants,7.89
2110,2012,Italy,Theft,Number,1263258.0
2111,2012,Italy,Theft,Per hundred thousand inhabitants,2126.9
2112,2012,Cyprus,Intentional homicide,Number,19.0
2113,2012,Cyprus,Intentional homicide,Per hundred thousand inhabitants,2.2
2114,2012,Cyprus,Assault,Number,148.0
2115,2012,Cyprus,Assault,Per hundred thousand inhabitants,17.17
2116,2012,Cyprus,Sexual violence,Number,69.0
2117,2012,Cyprus,Sexual violence,Per hundred thousand inhabitants,8.0
2118,2012,Cyprus,Rape,Number,25.0
2119,2012,Cyprus,Rape,Per hundred thousand inhabitants,2.9
2120,2012,Cyprus,Sexual assault,Number,44.0
2121,2012,Cyprus,Sexual assault,Per hundred thousand inhabitants,5.1
2122,2012,Cyprus,Theft,Number,3299.0
2123,2012,Cyprus,Theft,Per hundred thousand inhabitants,382.71
2124,2012,Latvia,Intentional homicide,Number,97.0
2125,2012,Latvia,Intentional homicide,Per hundred thousand inhabitants,4.74
2126,2012,Latvia,Assault,Number,1325.0
2127,2012,Latvia,Assault,Per hundred thousand inhabitants,64.8
2128,2012,Latvia,Sexual violence,Number,
2129,2012,Latvia,Sexual violence,Per hundred thousand inhabitants,
2130,2012,Latvia,Rape,Number,64.0
2131,2012,Latvia,Rape,Per hundred thousand inhabitants,3.13
2132,2012,Latvia,Sexual assault,Number,
2133,2012,Latvia,Sexual assault,Per hundred thousand inhabitants,
2134,2012,Latvia,Theft,Number,22251.0
2135,2012,Latvia,Theft,Per hundred thousand inhabitants,1088.17
2136,2012,Lithuania,Intentional homicide,Number,181.0
2137,2012,Lithuania,Intentional homicide,Per hundred thousand inhabitants,6.03
2138,2012,Lithuania,Assault,Number,178.0
2139,2012,Lithuania,Assault,Per hundred thousand inhabitants,5.93
2140,2012,Lithuania,Sexual violence,Number,441.0
2141,2012,Lithuania,Sexual violence,Per hundred thousand inhabitants,14.68
2142,2012,Lithuania,Rape,Number,178.0
2143,2012,Lithuania,Rape,Per hundred thousand inhabitants,5.93
2144,2012,Lithuania,Sexual assault,Number,263.0
2145,2012,Lithuania,Sexual assault,Per hundred thousand inhabitants,8.76
2146,2012,Lithuania,Theft,Number,25202.0
2147,2012,Lithuania,Theft,Per hundred thousand inhabitants,839.05
2148,2012,Luxembourg,Intentional homicide,Number,3.0
2149,2012,Luxembourg,Intentional homicide,Per hundred thousand inhabitants,0.57
2150,2012,Luxembourg,Assault,Number,2994.0
2151,2012,Luxembourg,Assault,Per hundred thousand inhabitants,570.45
2152,2012,Luxembourg,Sexual violence,Number,398.0
2153,2012,Luxembourg,Sexual violence,Per hundred thousand inhabitants,75.83
2154,2012,Luxembourg,Rape,Number,76.0
2155,2012,Luxembourg,Rape,Per hundred thousand inhabitants,14.48
2156,2012,Luxembourg,Sexual assault,Number,322.0
2157,2012,Luxembourg,Sexual assault,Per hundred thousand inhabitants,61.35
2158,2012,Luxembourg,Theft,Number,9615.0
2159,2012,Luxembourg,Theft,Per hundred thousand inhabitants,1831.94
2160,2012,Hungary,Intentional homicide,Number,113.0
2161,2012,Hungary,Intentional homicide,Per hundred thousand inhabitants,1.14
2162,2012,Hungary,Assault,Number,13973.0
2163,2012,Hungary,Assault,Per hundred thousand inhabitants,140.69
2164,2012,Hungary,Sexual violence,Number,694.0
2165,2012,Hungary,Sexual violence,Per hundred thousand inhabitants,6.99
2166,2012,Hungary,Rape,Number,192.0
2167,2012,Hungary,Rape,Per hundred thousand inhabitants,1.93
2168,2012,Hungary,Sexual assault,Number,502.0
2169,2012,Hungary,Sexual assault,Per hundred thousand inhabitants,5.05
2170,2012,Hungary,Theft,Number,138039.0
2171,2012,Hungary,Theft,Per hundred thousand inhabitants,1389.85
2172,2012,Malta,Intentional homicide,Number,10.0
2173,2012,Malta,Intentional homicide,Per hundred thousand inhabitants,2.39
2174,2012,Malta,Assault,Number,174.0
2175,2012,Malta,Assault,Per hundred thousand inhabitants,41.67
2176,2012,Malta,Sexual violence,Number,82.0
2177,2012,Malta,Sexual violence,Per hundred thousand inhabitants,19.64
2178,2012,Malta,Rape,Number,13.0
2179,2012,Malta,Rape,Per hundred thousand inhabitants,3.11
2180,2012,Malta,Sexual assault,Number,69.0
2181,2012,Malta,Sexual assault,Per hundred thousand inhabitants,16.53
2182,2012,Malta,Theft,Number,8996.0
2183,2012,Malta,Theft,Per hundred thousand inhabitants,2154.49
2184,2012,Netherlands,Intentional homicide,Number,145.0
2185,2012,Netherlands,Intentional homicide,Per hundred thousand inhabitants,0.87
2186,2012,Netherlands,Assault,Number,57325.0
2187,2012,Netherlands,Assault,Per hundred thousand inhabitants,342.64
2188,2012,Netherlands,Sexual violence,Number,8880.0
2189,2012,Netherlands,Sexual violence,Per hundred thousand inhabitants,53.08
2190,2012,Netherlands,Rape,Number,1405.0
2191,2012,Netherlands,Rape,Per hundred thousand inhabitants,8.4
2192,2012,Netherlands,Sexual assault,Number,7475.0
2193,2012,Netherlands,Sexual assault,Per hundred thousand inhabitants,44.68
