,TIME,GEO,UNIT,INDIC_NA,Value
2786,2009,Iceland,Percentage of gross domestic product (GDP),External balance of goods and services,8.6
2787,2009,Iceland,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,119.8
2788,2009,Iceland,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,87.4
2789,2009,Iceland,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,1029.7
2790,2009,Liechtenstein,Million euro,Gross domestic product at market prices,3246.0
2791,2009,Liechtenstein,Million euro,Gross fixed capital formation,
2792,2009,Liechtenstein,Million euro,External balance of goods and services,
2793,2009,Liechtenstein,Euro per inhabitant,Gross domestic product at market prices,90400.0
2794,2009,Liechtenstein,Euro per inhabitant,Gross fixed capital formation,
2795,2009,Liechtenstein,Euro per inhabitant,External balance of goods and services,
2796,2009,Liechtenstein,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,
2797,2009,Liechtenstein,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,
2798,2009,Liechtenstein,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,
2799,2009,Liechtenstein,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
2800,2009,Liechtenstein,Percentage of gross domestic product (GDP),Gross fixed capital formation,
2801,2009,Liechtenstein,Percentage of gross domestic product (GDP),External balance of goods and services,
2802,2009,Liechtenstein,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,
2803,2009,Liechtenstein,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,
2804,2009,Liechtenstein,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,
2805,2009,Norway,Million euro,Gross domestic product at market prices,272958.8
2806,2009,Norway,Million euro,Gross fixed capital formation,59073.3
2807,2009,Norway,Million euro,External balance of goods and services,33623.8
2808,2009,Norway,Euro per inhabitant,Gross domestic product at market prices,56500.0
2809,2009,Norway,Euro per inhabitant,Gross fixed capital formation,12200.0
2810,2009,Norway,Euro per inhabitant,External balance of goods and services,7000.0
2811,2009,Norway,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,41400.0
2812,2009,Norway,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,9000.0
2813,2009,Norway,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,5100.0
2814,2009,Norway,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
2815,2009,Norway,Percentage of gross domestic product (GDP),Gross fixed capital formation,21.6
2816,2009,Norway,Percentage of gross domestic product (GDP),External balance of goods and services,12.3
2817,2009,Norway,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,175.8
2818,2009,Norway,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,201.0
2819,2009,Norway,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,2159.0
2820,2009,Switzerland,Million euro,Gross domestic product at market prices,367133.5
2821,2009,Switzerland,Million euro,Gross fixed capital formation,73118.6
2822,2009,Switzerland,Million euro,External balance of goods and services,40551.5
2823,2009,Switzerland,Euro per inhabitant,Gross domestic product at market prices,47100.0
2824,2009,Switzerland,Euro per inhabitant,Gross fixed capital formation,9400.0
2825,2009,Switzerland,Euro per inhabitant,External balance of goods and services,5200.0
2826,2009,Switzerland,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,35200.0
2827,2009,Switzerland,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,7000.0
2828,2009,Switzerland,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,3900.0
2829,2009,Switzerland,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
2830,2009,Switzerland,Percentage of gross domestic product (GDP),Gross fixed capital formation,19.9
2831,2009,Switzerland,Percentage of gross domestic product (GDP),External balance of goods and services,11.0
2832,2009,Switzerland,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,149.3
2833,2009,Switzerland,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,157.0
2834,2009,Switzerland,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,1643.8
2835,2009,Montenegro,Million euro,Gross domestic product at market prices,2981.0
2836,2009,Montenegro,Million euro,Gross fixed capital formation,797.6
2837,2009,Montenegro,Million euro,External balance of goods and services,-992.6
2838,2009,Montenegro,Euro per inhabitant,Gross domestic product at market prices,
2839,2009,Montenegro,Euro per inhabitant,Gross fixed capital formation,
2840,2009,Montenegro,Euro per inhabitant,External balance of goods and services,
2841,2009,Montenegro,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,
2842,2009,Montenegro,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,
2843,2009,Montenegro,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,
2844,2009,Montenegro,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
2845,2009,Montenegro,Percentage of gross domestic product (GDP),Gross fixed capital formation,26.8
2846,2009,Montenegro,Percentage of gross domestic product (GDP),External balance of goods and services,-33.3
2847,2009,Montenegro,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,
2848,2009,Montenegro,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,
2849,2009,Montenegro,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,
2850,2009,"Former Yugoslav Republic of Macedonia, the",Million euro,Gross domestic product at market prices,6702.4
2851,2009,"Former Yugoslav Republic of Macedonia, the",Million euro,Gross fixed capital formation,1336.0
2852,2009,"Former Yugoslav Republic of Macedonia, the",Million euro,External balance of goods and services,-1465.0
2853,2009,"Former Yugoslav Republic of Macedonia, the",Euro per inhabitant,Gross domestic product at market prices,3300.0
2854,2009,"Former Yugoslav Republic of Macedonia, the",Euro per inhabitant,Gross fixed capital formation,700.0
2855,2009,"Former Yugoslav Republic of Macedonia, the",Euro per inhabitant,External balance of goods and services,-700.0
2856,2009,"Former Yugoslav Republic of Macedonia, the",Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,8500.0
2857,2009,"Former Yugoslav Republic of Macedonia, the",Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,1700.0
2858,2009,"Former Yugoslav Republic of Macedonia, the",Purchasing power standard (PPS) per inhabitant,External balance of goods and services,-1800.0
2859,2009,"Former Yugoslav Republic of Macedonia, the",Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
2860,2009,"Former Yugoslav Republic of Macedonia, the",Percentage of gross domestic product (GDP),Gross fixed capital formation,19.9
2861,2009,"Former Yugoslav Republic of Macedonia, the",Percentage of gross domestic product (GDP),External balance of goods and services,-21.9
2862,2009,"Former Yugoslav Republic of Macedonia, the",Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,35.9
2863,2009,"Former Yugoslav Republic of Macedonia, the",Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,37.8
2864,2009,"Former Yugoslav Republic of Macedonia, the",Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,-781.9
2865,2009,Serbia,Million euro,Gross domestic product at market prices,28951.9
2866,2009,Serbia,Million euro,Gross fixed capital formation,5430.7
2867,2009,Serbia,Million euro,External balance of goods and services,-5099.5
2868,2009,Serbia,Euro per inhabitant,Gross domestic product at market prices,4000.0
2869,2009,Serbia,Euro per inhabitant,Gross fixed capital formation,700.0
2870,2009,Serbia,Euro per inhabitant,External balance of goods and services,-700.0
2871,2009,Serbia,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,8400.0
2872,2009,Serbia,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,1600.0
2873,2009,Serbia,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,-1500.0
2874,2009,Serbia,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
2875,2009,Serbia,Percentage of gross domestic product (GDP),Gross fixed capital formation,18.8
2876,2009,Serbia,Percentage of gross domestic product (GDP),External balance of goods and services,-17.6
2877,2009,Serbia,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,35.6
2878,2009,Serbia,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,35.2
2879,2009,Serbia,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,-624.6
2880,2009,Turkey,Million euro,Gross domestic product at market prices,440367.3
2881,2009,Turkey,Million euro,Gross fixed capital formation,74299.9
2882,2009,Turkey,Million euro,External balance of goods and services,-4867.8
2883,2009,Turkey,Euro per inhabitant,Gross domestic product at market prices,6100.0
2884,2009,Turkey,Euro per inhabitant,Gross fixed capital formation,1000.0
2885,2009,Turkey,Euro per inhabitant,External balance of goods and services,-100.0
2886,2009,Turkey,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,10900.0
2887,2009,Turkey,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,1800.0
2888,2009,Turkey,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,-100.0
2889,2009,Turkey,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
2890,2009,Turkey,Percentage of gross domestic product (GDP),Gross fixed capital formation,16.9
2891,2009,Turkey,Percentage of gross domestic product (GDP),External balance of goods and services,-1.1
2892,2009,Turkey,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,46.2
2893,2009,Turkey,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,41.2
2894,2009,Turkey,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,-51.0
2895,2009,Bosnia and Herzegovina,Million euro,Gross domestic product at market prices,
2896,2009,Bosnia and Herzegovina,Million euro,Gross fixed capital formation,
2897,2009,Bosnia and Herzegovina,Million euro,External balance of goods and services,
2898,2009,Bosnia and Herzegovina,Euro per inhabitant,Gross domestic product at market prices,
2899,2009,Bosnia and Herzegovina,Euro per inhabitant,Gross fixed capital formation,
2900,2009,Bosnia and Herzegovina,Euro per inhabitant,External balance of goods and services,
2901,2009,Bosnia and Herzegovina,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,
2902,2009,Bosnia and Herzegovina,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,
2903,2009,Bosnia and Herzegovina,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,
2904,2009,Bosnia and Herzegovina,Percentage of gross domestic product (GDP),Gross domestic product at market prices,
2905,2009,Bosnia and Herzegovina,Percentage of gross domestic product (GDP),Gross fixed capital formation,
2906,2009,Bosnia and Herzegovina,Percentage of gross domestic product (GDP),External balance of goods and services,
2907,2009,Bosnia and Herzegovina,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,
2908,2009,Bosnia and Herzegovina,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,
2909,2009,Bosnia and Herzegovina,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,
2910,2009,United States,Million euro,Gross domestic product at market prices,10337467.7
2911,2009,United States,Million euro,Gross fixed capital formation,1916188.7
2912,2009,United States,Million euro,External balance of goods and services,-283481.5
2913,2009,United States,Euro per inhabitant,Gross domestic product at market prices,33600.0
2914,2009,United States,Euro per inhabitant,Gross fixed capital formation,6200.0
2915,2009,United States,Euro per inhabitant,External balance of goods and services,-900.0
2916,2009,United States,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,35100.0
2917,2009,United States,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,6500.0
2918,2009,United States,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,-1000.0
2919,2009,United States,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
2920,2009,United States,Percentage of gross domestic product (GDP),Gross fixed capital formation,18.5
2921,2009,United States,Percentage of gross domestic product (GDP),External balance of goods and services,-2.7
2922,2009,United States,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,149.2
2923,2009,United States,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,146.0
2924,2009,United States,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,-407.8
2925,2009,Japan,Million euro,Gross domestic product at market prices,3614690.0
2926,2009,Japan,Million euro,Gross fixed capital formation,751806.8
2927,2009,Japan,Million euro,External balance of goods and services,13247.7
2928,2009,Japan,Euro per inhabitant,Gross domestic product at market prices,28300.0
2929,2009,Japan,Euro per inhabitant,Gross fixed capital formation,5900.0
2930,2009,Japan,Euro per inhabitant,External balance of goods and services,100.0
2931,2009,Japan,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,24000.0
2932,2009,Japan,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,5000.0
2933,2009,Japan,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,100.0
2934,2009,Japan,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
2935,2009,Japan,Percentage of gross domestic product (GDP),Gross fixed capital formation,20.8
2936,2009,Japan,Percentage of gross domestic product (GDP),External balance of goods and services,0.4
2937,2009,Japan,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,101.7
2938,2009,Japan,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,111.8
2939,2009,Japan,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,37.2
2940,2010,European Union (28 countries),Million euro,Gross domestic product at market prices,12337153.6
2941,2010,European Union (28 countries),Million euro,Gross fixed capital formation,2279899.2
2942,2010,European Union (28 countries),Million euro,External balance of goods and services,114900.9
2943,2010,European Union (28 countries),Euro per inhabitant,Gross domestic product at market prices,24400.0
2944,2010,European Union (28 countries),Euro per inhabitant,Gross fixed capital formation,4500.0
2945,2010,European Union (28 countries),Euro per inhabitant,External balance of goods and services,200.0
2946,2010,European Union (28 countries),Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,24400.0
2947,2010,European Union (28 countries),Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,4500.0
2948,2010,European Union (28 countries),Purchasing power standard (PPS) per inhabitant,External balance of goods and services,200.0
2949,2010,European Union (28 countries),Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
2950,2010,European Union (28 countries),Percentage of gross domestic product (GDP),Gross fixed capital formation,18.5
2951,2010,European Union (28 countries),Percentage of gross domestic product (GDP),External balance of goods and services,0.9
2952,2010,European Union (28 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,100.0
2953,2010,European Union (28 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,99.7
2954,2010,European Union (28 countries),Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,99.1
2955,2010,European Union (27 countries),Million euro,Gross domestic product at market prices,12292730.1
2956,2010,European Union (27 countries),Million euro,Gross fixed capital formation,2270672.5
2957,2010,European Union (27 countries),Million euro,External balance of goods and services,115100.6
2958,2010,European Union (27 countries),Euro per inhabitant,Gross domestic product at market prices,24600.0
2959,2010,European Union (27 countries),Euro per inhabitant,Gross fixed capital formation,4500.0
2960,2010,European Union (27 countries),Euro per inhabitant,External balance of goods and services,200.0
2961,2010,European Union (27 countries),Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,24500.0
2962,2010,European Union (27 countries),Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,4500.0
2963,2010,European Union (27 countries),Purchasing power standard (PPS) per inhabitant,External balance of goods and services,200.0
2964,2010,European Union (27 countries),Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
2965,2010,European Union (27 countries),Percentage of gross domestic product (GDP),Gross fixed capital formation,18.5
2966,2010,European Union (27 countries),Percentage of gross domestic product (GDP),External balance of goods and services,0.9
2967,2010,European Union (27 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,100.0
2968,2010,European Union (27 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,100.0
2969,2010,European Union (27 countries),Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,100.0
2970,2010,European Union (15 countries),Million euro,Gross domestic product at market prices,11346193.1
2971,2010,European Union (15 countries),Million euro,Gross fixed capital formation,2070650.6
2972,2010,European Union (15 countries),Million euro,External balance of goods and services,117242.2
2973,2010,European Union (15 countries),Euro per inhabitant,Gross domestic product at market prices,28500.0
2974,2010,European Union (15 countries),Euro per inhabitant,Gross fixed capital formation,5200.0
2975,2010,European Union (15 countries),Euro per inhabitant,External balance of goods and services,300.0
2976,2010,European Union (15 countries),Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,26900.0
2977,2010,European Union (15 countries),Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,4900.0
2978,2010,European Union (15 countries),Purchasing power standard (PPS) per inhabitant,External balance of goods and services,300.0
2979,2010,European Union (15 countries),Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
2980,2010,European Union (15 countries),Percentage of gross domestic product (GDP),Gross fixed capital formation,18.2
2981,2010,European Union (15 countries),Percentage of gross domestic product (GDP),External balance of goods and services,1.0
2982,2010,European Union (15 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,109.7
2983,2010,European Union (15 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,108.3
2984,2010,European Union (15 countries),Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,121.0
2985,2010,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Million euro,Gross domestic product at market prices,9153351.1
2986,2010,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Million euro,Gross fixed capital formation,1735234.3
2987,2010,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Million euro,External balance of goods and services,120044.2
2988,2010,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Euro per inhabitant,Gross domestic product at market prices,27700.0
2989,2010,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Euro per inhabitant,Gross fixed capital formation,5300.0
2990,2010,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Euro per inhabitant,External balance of goods and services,400.0
2991,2010,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,26600.0
2992,2010,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,5100.0
2993,2010,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Purchasing power standard (PPS) per inhabitant,External balance of goods and services,300.0
2994,2010,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
2995,2010,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Percentage of gross domestic product (GDP),Gross fixed capital formation,19.0
2996,2010,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Percentage of gross domestic product (GDP),External balance of goods and services,1.3
2997,2010,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,108.6
2998,2010,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,111.5
2999,2010,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,152.1
3000,2010,Euro area (18 countries),Million euro,Gross domestic product at market prices,9185761.0
3001,2010,Euro area (18 countries),Million euro,Gross fixed capital formation,1741247.5
3002,2010,Euro area (18 countries),Million euro,External balance of goods and services,120801.7
3003,2010,Euro area (18 countries),Euro per inhabitant,Gross domestic product at market prices,27600.0
3004,2010,Euro area (18 countries),Euro per inhabitant,Gross fixed capital formation,5200.0
3005,2010,Euro area (18 countries),Euro per inhabitant,External balance of goods and services,400.0
3006,2010,Euro area (18 countries),Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,26500.0
3007,2010,Euro area (18 countries),Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,5000.0
3008,2010,Euro area (18 countries),Purchasing power standard (PPS) per inhabitant,External balance of goods and services,300.0
3009,2010,Euro area (18 countries),Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
3010,2010,Euro area (18 countries),Percentage of gross domestic product (GDP),Gross fixed capital formation,19.0
3011,2010,Euro area (18 countries),Percentage of gross domestic product (GDP),External balance of goods and services,1.3
3012,2010,Euro area (18 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,108.1
3013,2010,Euro area (18 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,110.9
3014,2010,Euro area (18 countries),Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,151.8
3015,2010,Euro area (17 countries),Million euro,Gross domestic product at market prices,9167722.2
3016,2010,Euro area (17 countries),Million euro,Gross fixed capital formation,1737960.2
3017,2010,Euro area (17 countries),Million euro,External balance of goods and services,121046.3
3018,2010,Euro area (17 countries),Euro per inhabitant,Gross domestic product at market prices,27700.0
3019,2010,Euro area (17 countries),Euro per inhabitant,Gross fixed capital formation,5200.0
3020,2010,Euro area (17 countries),Euro per inhabitant,External balance of goods and services,400.0
3021,2010,Euro area (17 countries),Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,26600.0
3022,2010,Euro area (17 countries),Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,5000.0
3023,2010,Euro area (17 countries),Purchasing power standard (PPS) per inhabitant,External balance of goods and services,400.0
3024,2010,Euro area (17 countries),Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
3025,2010,Euro area (17 countries),Percentage of gross domestic product (GDP),Gross fixed capital formation,19.0
3026,2010,Euro area (17 countries),Percentage of gross domestic product (GDP),External balance of goods and services,1.3
3027,2010,Euro area (17 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,108.4
3028,2010,Euro area (17 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,111.3
3029,2010,Euro area (17 countries),Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,152.9
3030,2010,Euro area (16 countries),Million euro,Gross domestic product at market prices,
3031,2010,Euro area (16 countries),Million euro,Gross fixed capital formation,
3032,2010,Euro area (16 countries),Million euro,External balance of goods and services,
3033,2010,Euro area (16 countries),Euro per inhabitant,Gross domestic product at market prices,
3034,2010,Euro area (16 countries),Euro per inhabitant,Gross fixed capital formation,
3035,2010,Euro area (16 countries),Euro per inhabitant,External balance of goods and services,
3036,2010,Euro area (16 countries),Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,
3037,2010,Euro area (16 countries),Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,
3038,2010,Euro area (16 countries),Purchasing power standard (PPS) per inhabitant,External balance of goods and services,
3039,2010,Euro area (16 countries),Percentage of gross domestic product (GDP),Gross domestic product at market prices,
3040,2010,Euro area (16 countries),Percentage of gross domestic product (GDP),Gross fixed capital formation,
3041,2010,Euro area (16 countries),Percentage of gross domestic product (GDP),External balance of goods and services,
3042,2010,Euro area (16 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,
3043,2010,Euro area (16 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,
3044,2010,Euro area (16 countries),Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,
3045,2010,Euro area (15 countries),Million euro,Gross domestic product at market prices,
3046,2010,Euro area (15 countries),Million euro,Gross fixed capital formation,
3047,2010,Euro area (15 countries),Million euro,External balance of goods and services,
3048,2010,Euro area (15 countries),Euro per inhabitant,Gross domestic product at market prices,
3049,2010,Euro area (15 countries),Euro per inhabitant,Gross fixed capital formation,
3050,2010,Euro area (15 countries),Euro per inhabitant,External balance of goods and services,
3051,2010,Euro area (15 countries),Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,
3052,2010,Euro area (15 countries),Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,
3053,2010,Euro area (15 countries),Purchasing power standard (PPS) per inhabitant,External balance of goods and services,
3054,2010,Euro area (15 countries),Percentage of gross domestic product (GDP),Gross domestic product at market prices,
3055,2010,Euro area (15 countries),Percentage of gross domestic product (GDP),Gross fixed capital formation,
3056,2010,Euro area (15 countries),Percentage of gross domestic product (GDP),External balance of goods and services,
3057,2010,Euro area (15 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,
3058,2010,Euro area (15 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,
3059,2010,Euro area (15 countries),Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,
3060,2010,Euro area (13 countries),Million euro,Gross domestic product at market prices,
3061,2010,Euro area (13 countries),Million euro,Gross fixed capital formation,
3062,2010,Euro area (13 countries),Million euro,External balance of goods and services,
3063,2010,Euro area (13 countries),Euro per inhabitant,Gross domestic product at market prices,
3064,2010,Euro area (13 countries),Euro per inhabitant,Gross fixed capital formation,
3065,2010,Euro area (13 countries),Euro per inhabitant,External balance of goods and services,
3066,2010,Euro area (13 countries),Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,
3067,2010,Euro area (13 countries),Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,
3068,2010,Euro area (13 countries),Purchasing power standard (PPS) per inhabitant,External balance of goods and services,
3069,2010,Euro area (13 countries),Percentage of gross domestic product (GDP),Gross domestic product at market prices,
3070,2010,Euro area (13 countries),Percentage of gross domestic product (GDP),Gross fixed capital formation,
3071,2010,Euro area (13 countries),Percentage of gross domestic product (GDP),External balance of goods and services,
3072,2010,Euro area (13 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,
3073,2010,Euro area (13 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,
3074,2010,Euro area (13 countries),Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,
3075,2010,Euro area (12 countries),Million euro,Gross domestic product at market prices,9028104.9
3076,2010,Euro area (12 countries),Million euro,Gross fixed capital formation,1709773.2
3077,2010,Euro area (12 countries),Million euro,External balance of goods and services,120793.2
3078,2010,Euro area (12 countries),Euro per inhabitant,Gross domestic product at market prices,28100.0
3079,2010,Euro area (12 countries),Euro per inhabitant,Gross fixed capital formation,5300.0
3080,2010,Euro area (12 countries),Euro per inhabitant,External balance of goods and services,400.0
3081,2010,Euro area (12 countries),Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,26800.0
3082,2010,Euro area (12 countries),Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,5100.0
3083,2010,Euro area (12 countries),Purchasing power standard (PPS) per inhabitant,External balance of goods and services,400.0
3084,2010,Euro area (12 countries),Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
3085,2010,Euro area (12 countries),Percentage of gross domestic product (GDP),Gross fixed capital formation,18.9
3086,2010,Euro area (12 countries),Percentage of gross domestic product (GDP),External balance of goods and services,1.3
3087,2010,Euro area (12 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,109.4
