,TIME,GEO,UNIT,ISCED11,Value
607,2009,Iceland,Percentage,Tertiary education (levels 5-8),26.5
608,2009,Norway,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",26.1
609,2009,Norway,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",73.9
610,2009,Norway,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),43.2
611,2009,Norway,Percentage,Tertiary education (levels 5-8),30.7
612,2009,Switzerland,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",20.5
613,2009,Switzerland,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",79.5
614,2009,Switzerland,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),49.9
615,2009,Switzerland,Percentage,Tertiary education (levels 5-8),29.6
616,2009,"Former Yugoslav Republic of Macedonia, the",Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",40.5
617,2009,"Former Yugoslav Republic of Macedonia, the",Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",59.5
618,2009,"Former Yugoslav Republic of Macedonia, the",Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),47.0
619,2009,"Former Yugoslav Republic of Macedonia, the",Percentage,Tertiary education (levels 5-8),12.5
620,2009,Turkey,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",70.8
621,2009,Turkey,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",29.2
622,2009,Turkey,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),19.2
623,2009,Turkey,Percentage,Tertiary education (levels 5-8),10.0
624,2010,European Union (28 countries),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",30.8
625,2010,European Union (28 countries),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",69.2
626,2010,European Union (28 countries),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),46.5
627,2010,European Union (28 countries),Percentage,Tertiary education (levels 5-8),22.8
628,2010,European Union (27 countries),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",30.8
629,2010,European Union (27 countries),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",69.2
630,2010,European Union (27 countries),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),46.4
631,2010,European Union (27 countries),Percentage,Tertiary education (levels 5-8),22.8
632,2010,European Union (15 countries),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",33.3
633,2010,European Union (15 countries),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",66.7
634,2010,European Union (15 countries),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.4
635,2010,European Union (15 countries),Percentage,Tertiary education (levels 5-8),24.3
636,2010,Euro area (19 countries),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",34.6
637,2010,Euro area (19 countries),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",65.4
638,2010,Euro area (19 countries),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.8
639,2010,Euro area (19 countries),Percentage,Tertiary education (levels 5-8),22.6
640,2010,Euro area (18 countries),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",34.8
641,2010,Euro area (18 countries),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",65.2
642,2010,Euro area (18 countries),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.6
643,2010,Euro area (18 countries),Percentage,Tertiary education (levels 5-8),22.6
644,2010,Euro area (17 countries),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",34.9
645,2010,Euro area (17 countries),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",65.1
646,2010,Euro area (17 countries),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.5
647,2010,Euro area (17 countries),Percentage,Tertiary education (levels 5-8),22.6
648,2010,Belgium,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",32.6
649,2010,Belgium,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",67.4
650,2010,Belgium,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),36.7
651,2010,Belgium,Percentage,Tertiary education (levels 5-8),30.7
652,2010,Bulgaria,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",25.1
653,2010,Bulgaria,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",74.9
654,2010,Bulgaria,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),55.1
655,2010,Bulgaria,Percentage,Tertiary education (levels 5-8),19.7
656,2010,Czech Republic,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",14.4
657,2010,Czech Republic,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",85.6
658,2010,Czech Republic,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),71.1
659,2010,Czech Republic,Percentage,Tertiary education (levels 5-8),14.5
660,2010,Denmark,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",31.8
661,2010,Denmark,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",68.2
662,2010,Denmark,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),40.7
663,2010,Denmark,Percentage,Tertiary education (levels 5-8),27.5
664,2010,Germany (until 1990 former territory of the FRG),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",21.0
665,2010,Germany (until 1990 former territory of the FRG),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",79.0
666,2010,Germany (until 1990 former territory of the FRG),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),56.3
667,2010,Germany (until 1990 former territory of the FRG),Percentage,Tertiary education (levels 5-8),22.7
668,2010,Estonia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",18.2
669,2010,Estonia,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",81.8
670,2010,Estonia,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),51.8
671,2010,Estonia,Percentage,Tertiary education (levels 5-8),30.0
672,2010,Ireland,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",30.5
673,2010,Ireland,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",69.5
674,2010,Ireland,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),36.7
675,2010,Ireland,Percentage,Tertiary education (levels 5-8),32.7
676,2010,Greece,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",38.5
677,2010,Greece,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",61.5
678,2010,Greece,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),40.6
679,2010,Greece,Percentage,Tertiary education (levels 5-8),20.9
680,2010,Spain,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",48.1
681,2010,Spain,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",51.9
682,2010,Spain,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),23.4
683,2010,Spain,Percentage,Tertiary education (levels 5-8),28.4
684,2010,France,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",31.9
685,2010,France,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",68.1
686,2010,France,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),41.9
687,2010,France,Percentage,Tertiary education (levels 5-8),26.2
688,2010,Croatia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",25.4
689,2010,Croatia,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",74.6
690,2010,Croatia,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),58.8
691,2010,Croatia,Percentage,Tertiary education (levels 5-8),15.7
692,2010,Italy,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",46.3
693,2010,Italy,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",53.7
694,2010,Italy,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),40.7
695,2010,Italy,Percentage,Tertiary education (levels 5-8),13.0
696,2010,Cyprus,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",29.6
697,2010,Cyprus,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",70.4
698,2010,Cyprus,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),38.3
699,2010,Cyprus,Percentage,Tertiary education (levels 5-8),32.1
700,2010,Latvia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",19.5
701,2010,Latvia,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",80.5
702,2010,Latvia,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),57.8
703,2010,Latvia,Percentage,Tertiary education (levels 5-8),22.6
704,2010,Lithuania,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",17.1
705,2010,Lithuania,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",82.9
706,2010,Lithuania,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),56.0
707,2010,Lithuania,Percentage,Tertiary education (levels 5-8),26.9
708,2010,Luxembourg,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",28.9
709,2010,Luxembourg,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",71.1
710,2010,Luxembourg,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),40.8
711,2010,Luxembourg,Percentage,Tertiary education (levels 5-8),30.3
712,2010,Hungary,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",24.4
713,2010,Hungary,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",75.6
714,2010,Hungary,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),58.5
715,2010,Hungary,Percentage,Tertiary education (levels 5-8),17.1
716,2010,Malta,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",60.3
717,2010,Malta,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",39.7
718,2010,Malta,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),25.6
719,2010,Malta,Percentage,Tertiary education (levels 5-8),14.2
720,2010,Netherlands,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",31.9
721,2010,Netherlands,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",68.1
722,2010,Netherlands,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),40.4
723,2010,Netherlands,Percentage,Tertiary education (levels 5-8),27.7
724,2010,Austria,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",23.2
725,2010,Austria,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",76.8
726,2010,Austria,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),60.5
727,2010,Austria,Percentage,Tertiary education (levels 5-8),16.2
728,2010,Poland,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",18.0
729,2010,Poland,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",82.0
730,2010,Poland,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),62.6
731,2010,Poland,Percentage,Tertiary education (levels 5-8),19.4
732,2010,Portugal,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",67.3
733,2010,Portugal,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",32.7
734,2010,Portugal,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),18.8
735,2010,Portugal,Percentage,Tertiary education (levels 5-8),13.9
736,2010,Romania,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",30.6
737,2010,Romania,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",69.4
738,2010,Romania,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),57.5
739,2010,Romania,Percentage,Tertiary education (levels 5-8),11.9
740,2010,Slovenia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",20.9
741,2010,Slovenia,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",79.1
742,2010,Slovenia,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),58.9
743,2010,Slovenia,Percentage,Tertiary education (levels 5-8),20.2
744,2010,Slovakia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",16.3
745,2010,Slovakia,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",83.7
746,2010,Slovakia,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),68.7
747,2010,Slovakia,Percentage,Tertiary education (levels 5-8),15.1
748,2010,Finland,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",23.6
749,2010,Finland,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",76.4
750,2010,Finland,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),44.8
751,2010,Finland,Percentage,Tertiary education (levels 5-8),31.6
752,2010,Sweden,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",25.0
753,2010,Sweden,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",75.0
754,2010,Sweden,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),46.7
755,2010,Sweden,Percentage,Tertiary education (levels 5-8),28.2
756,2010,United Kingdom,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",24.1
757,2010,United Kingdom,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",75.9
758,2010,United Kingdom,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),44.2
759,2010,United Kingdom,Percentage,Tertiary education (levels 5-8),31.6
760,2010,Iceland,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",40.6
761,2010,Iceland,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",59.4
762,2010,Iceland,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),33.0
763,2010,Iceland,Percentage,Tertiary education (levels 5-8),26.3
764,2010,Norway,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",25.7
765,2010,Norway,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",74.3
766,2010,Norway,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.9
767,2010,Norway,Percentage,Tertiary education (levels 5-8),31.4
768,2010,Switzerland,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",20.8
769,2010,Switzerland,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",79.2
770,2010,Switzerland,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),49.3
771,2010,Switzerland,Percentage,Tertiary education (levels 5-8),30.0
772,2010,"Former Yugoslav Republic of Macedonia, the",Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",39.4
773,2010,"Former Yugoslav Republic of Macedonia, the",Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",60.6
774,2010,"Former Yugoslav Republic of Macedonia, the",Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),47.3
775,2010,"Former Yugoslav Republic of Macedonia, the",Percentage,Tertiary education (levels 5-8),13.3
776,2010,Turkey,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",70.7
777,2010,Turkey,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",29.3
778,2010,Turkey,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),18.8
779,2010,Turkey,Percentage,Tertiary education (levels 5-8),10.5
780,2011,European Union (28 countries),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",29.7
781,2011,European Union (28 countries),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",70.3
782,2011,European Union (28 countries),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),46.6
783,2011,European Union (28 countries),Percentage,Tertiary education (levels 5-8),23.7
784,2011,European Union (27 countries),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",29.8
785,2011,European Union (27 countries),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",70.2
786,2011,European Union (27 countries),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),46.5
787,2011,European Union (27 countries),Percentage,Tertiary education (levels 5-8),23.8
788,2011,European Union (15 countries),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",32.2
789,2011,European Union (15 countries),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",67.8
790,2011,European Union (15 countries),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.6
791,2011,European Union (15 countries),Percentage,Tertiary education (levels 5-8),25.2
792,2011,Euro area (19 countries),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",33.3
793,2011,Euro area (19 countries),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",66.7
794,2011,Euro area (19 countries),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),43.2
795,2011,Euro area (19 countries),Percentage,Tertiary education (levels 5-8),23.5
796,2011,Euro area (18 countries),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",33.5
797,2011,Euro area (18 countries),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",66.5
798,2011,Euro area (18 countries),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),43.1
799,2011,Euro area (18 countries),Percentage,Tertiary education (levels 5-8),23.4
800,2011,Euro area (17 countries),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",33.6
801,2011,Euro area (17 countries),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",66.4
802,2011,Euro area (17 countries),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),43.0
803,2011,Euro area (17 countries),Percentage,Tertiary education (levels 5-8),23.4
804,2011,Belgium,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",31.9
805,2011,Belgium,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",68.1
806,2011,Belgium,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),37.7
807,2011,Belgium,Percentage,Tertiary education (levels 5-8),30.4
808,2011,Bulgaria,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",24.0
809,2011,Bulgaria,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",76.0
810,2011,Bulgaria,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),55.9
811,2011,Bulgaria,Percentage,Tertiary education (levels 5-8),20.1
812,2011,Czech Republic,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",13.9
813,2011,Czech Republic,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",86.1
814,2011,Czech Republic,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),70.3
815,2011,Czech Republic,Percentage,Tertiary education (levels 5-8),15.8
816,2011,Denmark,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",30.7
817,2011,Denmark,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",69.3
818,2011,Denmark,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),41.5
819,2011,Denmark,Percentage,Tertiary education (levels 5-8),27.9
820,2011,Germany (until 1990 former territory of the FRG),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",18.1
821,2011,Germany (until 1990 former territory of the FRG),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",81.9
822,2011,Germany (until 1990 former territory of the FRG),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),57.6
823,2011,Germany (until 1990 former territory of the FRG),Percentage,Tertiary education (levels 5-8),24.3
824,2011,Estonia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",17.7
825,2011,Estonia,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",82.3
826,2011,Estonia,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),51.0
827,2011,Estonia,Percentage,Tertiary education (levels 5-8),31.3
828,2011,Ireland,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",29.7
829,2011,Ireland,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",70.3
830,2011,Ireland,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),37.0
831,2011,Ireland,Percentage,Tertiary education (levels 5-8),33.3
832,2011,Greece,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",37.1
833,2011,Greece,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",62.9
834,2011,Greece,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),40.7
835,2011,Greece,Percentage,Tertiary education (levels 5-8),22.2
836,2011,Spain,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",47.0
837,2011,Spain,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",53.0
838,2011,Spain,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),23.7
839,2011,Spain,Percentage,Tertiary education (levels 5-8),29.3
840,2011,France,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",31.2
841,2011,France,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",68.8
842,2011,France,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.0
843,2011,France,Percentage,Tertiary education (levels 5-8),26.7
844,2011,Croatia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",24.6
845,2011,Croatia,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",75.4
846,2011,Croatia,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),60.0
847,2011,Croatia,Percentage,Tertiary education (levels 5-8),15.4
848,2011,Italy,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",45.5
849,2011,Italy,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",54.5
850,2011,Italy,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),41.4
851,2011,Italy,Percentage,Tertiary education (levels 5-8),13.2
852,2011,Cyprus,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",28.3
853,2011,Cyprus,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",71.7
854,2011,Cyprus,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),38.0
855,2011,Cyprus,Percentage,Tertiary education (levels 5-8),33.7
856,2011,Latvia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",19.5
857,2011,Latvia,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",80.5
858,2011,Latvia,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),56.8
859,2011,Latvia,Percentage,Tertiary education (levels 5-8),23.6
860,2011,Lithuania,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",15.9
861,2011,Lithuania,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",84.1
862,2011,Lithuania,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),56.3
863,2011,Lithuania,Percentage,Tertiary education (levels 5-8),27.9
864,2011,Luxembourg,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",29.1
865,2011,Luxembourg,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",70.9
866,2011,Luxembourg,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),39.3
867,2011,Luxembourg,Percentage,Tertiary education (levels 5-8),31.7
868,2011,Hungary,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",24.3
869,2011,Hungary,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",75.7
870,2011,Hungary,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),57.7
871,2011,Hungary,Percentage,Tertiary education (levels 5-8),18.0
872,2011,Malta,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",58.9
873,2011,Malta,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",41.1
874,2011,Malta,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),26.0
875,2011,Malta,Percentage,Tertiary education (levels 5-8),15.1
876,2011,Netherlands,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",31.6
877,2011,Netherlands,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",68.4
878,2011,Netherlands,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),40.4
879,2011,Netherlands,Percentage,Tertiary education (levels 5-8),28.0
880,2011,Austria,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",23.1
881,2011,Austria,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",76.9
882,2011,Austria,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),60.6
883,2011,Austria,Percentage,Tertiary education (levels 5-8),16.3
884,2011,Poland,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",17.5
885,2011,Poland,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",82.5
886,2011,Poland,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),62.2
887,2011,Poland,Percentage,Tertiary education (levels 5-8),20.3
888,2011,Portugal,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",64.2
889,2011,Portugal,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",35.8
890,2011,Portugal,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),20.3
891,2011,Portugal,Percentage,Tertiary education (levels 5-8),15.5
892,2011,Romania,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",30.0
893,2011,Romania,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",70.0
894,2011,Romania,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),57.2
895,2011,Romania,Percentage,Tertiary education (levels 5-8),12.9
896,2011,Slovenia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",19.7
897,2011,Slovenia,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",80.3
898,2011,Slovenia,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),58.8
899,2011,Slovenia,Percentage,Tertiary education (levels 5-8),21.6
900,2011,Slovakia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",15.7
901,2011,Slovakia,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",84.3
902,2011,Slovakia,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),68.0
903,2011,Slovakia,Percentage,Tertiary education (levels 5-8),16.4
904,2011,Finland,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",22.9
905,2011,Finland,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",77.1
906,2011,Finland,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),44.6
907,2011,Finland,Percentage,Tertiary education (levels 5-8),32.5
908,2011,Sweden,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",24.4
909,2011,Sweden,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",75.6
