TIME,GEO,SEX,AGE,UNIT,ISCED11,Value,Flag and Footnotes
2010,Norway,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.9,
2010,Norway,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),31.4,
2010,Switzerland,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",20.8,
2010,Switzerland,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",79.2,
2010,Switzerland,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),49.3,
2010,Switzerland,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),30.0,
2010,"Former Yugoslav Republic of Macedonia, the",Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",39.4,
2010,"Former Yugoslav Republic of Macedonia, the",Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",60.6,
2010,"Former Yugoslav Republic of Macedonia, the",Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),47.3,
2010,"Former Yugoslav Republic of Macedonia, the",Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),13.3,
2010,Turkey,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",70.7,
2010,Turkey,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",29.3,
2010,Turkey,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),18.8,
2010,Turkey,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),10.5,
2011,European Union (28 countries),Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",29.7,
2011,European Union (28 countries),Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",70.3,
2011,European Union (28 countries),Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),46.6,
2011,European Union (28 countries),Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),23.7,
2011,European Union (27 countries),Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",29.8,
2011,European Union (27 countries),Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",70.2,
2011,European Union (27 countries),Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),46.5,
2011,European Union (27 countries),Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),23.8,
2011,European Union (15 countries),Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",32.2,
2011,European Union (15 countries),Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",67.8,
2011,European Union (15 countries),Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.6,
2011,European Union (15 countries),Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),25.2,
2011,Euro area (19 countries),Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",33.3,
2011,Euro area (19 countries),Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",66.7,
2011,Euro area (19 countries),Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),43.2,
2011,Euro area (19 countries),Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),23.5,
2011,Euro area (18 countries),Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",33.5,
2011,Euro area (18 countries),Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",66.5,
2011,Euro area (18 countries),Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),43.1,
2011,Euro area (18 countries),Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),23.4,
2011,Euro area (17 countries),Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",33.6,
2011,Euro area (17 countries),Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",66.4,
2011,Euro area (17 countries),Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),43.0,
2011,Euro area (17 countries),Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),23.4,
2011,Belgium,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",31.9,
2011,Belgium,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",68.1,
2011,Belgium,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),37.7,
2011,Belgium,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),30.4,
2011,Bulgaria,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",24.0,
2011,Bulgaria,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",76.0,
2011,Bulgaria,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),55.9,
2011,Bulgaria,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),20.1,
2011,Czech Republic,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",13.9,b
2011,Czech Republic,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",86.1,b
2011,Czech Republic,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),70.3,b
2011,Czech Republic,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),15.8,b
2011,Denmark,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",30.7,
2011,Denmark,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",69.3,
2011,Denmark,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),41.5,
2011,Denmark,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),27.9,
2011,Germany (until 1990 former territory of the FRG),Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",18.1,
2011,Germany (until 1990 former territory of the FRG),Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",81.9,
2011,Germany (until 1990 former territory of the FRG),Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),57.6,
2011,Germany (until 1990 former territory of the FRG),Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),24.3,
2011,Estonia,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",17.7,
2011,Estonia,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",82.3,
2011,Estonia,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),51.0,
2011,Estonia,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),31.3,
2011,Ireland,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",29.7,
2011,Ireland,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",70.3,
2011,Ireland,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),37.0,
2011,Ireland,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),33.3,
2011,Greece,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",37.1,
2011,Greece,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",62.9,
2011,Greece,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),40.7,
2011,Greece,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),22.2,
2011,Spain,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",47.0,
2011,Spain,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",53.0,
2011,Spain,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),23.7,
2011,Spain,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),29.3,
2011,France,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",31.2,
2011,France,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",68.8,
2011,France,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.0,
2011,France,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),26.7,
2011,Croatia,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",24.6,
2011,Croatia,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",75.4,
2011,Croatia,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),60.0,
2011,Croatia,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),15.4,
2011,Italy,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",45.5,
2011,Italy,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",54.5,
2011,Italy,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),41.4,
2011,Italy,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),13.2,
2011,Cyprus,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",28.3,
2011,Cyprus,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",71.7,
2011,Cyprus,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),38.0,
2011,Cyprus,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),33.7,
2011,Latvia,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",19.5,
2011,Latvia,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",80.5,
2011,Latvia,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),56.8,
2011,Latvia,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),23.6,
2011,Lithuania,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",15.9,
2011,Lithuania,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",84.1,
2011,Lithuania,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),56.3,
2011,Lithuania,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),27.9,
2011,Luxembourg,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",29.1,
2011,Luxembourg,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",70.9,
2011,Luxembourg,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),39.3,
2011,Luxembourg,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),31.7,
2011,Hungary,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",24.3,
2011,Hungary,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",75.7,
2011,Hungary,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),57.7,
2011,Hungary,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),18.0,
2011,Malta,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",58.9,b
2011,Malta,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",41.1,b
2011,Malta,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),26.0,b
2011,Malta,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),15.1,b
2011,Netherlands,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",31.6,b
2011,Netherlands,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",68.4,b
2011,Netherlands,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),40.4,b
2011,Netherlands,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),28.0,b
2011,Austria,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",23.1,
2011,Austria,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",76.9,
2011,Austria,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),60.6,
2011,Austria,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),16.3,
2011,Poland,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",17.5,
2011,Poland,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",82.5,
2011,Poland,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),62.2,
2011,Poland,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),20.3,
2011,Portugal,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",64.2,b
2011,Portugal,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",35.8,b
2011,Portugal,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),20.3,b
2011,Portugal,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),15.5,b
2011,Romania,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",30.0,
2011,Romania,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",70.0,
2011,Romania,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),57.2,
2011,Romania,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),12.9,
2011,Slovenia,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",19.7,
2011,Slovenia,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",80.3,
2011,Slovenia,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),58.8,
2011,Slovenia,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),21.6,
2011,Slovakia,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",15.7,b
2011,Slovakia,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",84.3,b
2011,Slovakia,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),68.0,b
2011,Slovakia,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),16.4,b
2011,Finland,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",22.9,
2011,Finland,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",77.1,
2011,Finland,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),44.6,
2011,Finland,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),32.5,
2011,Sweden,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",24.4,
2011,Sweden,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",75.6,
2011,Sweden,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),46.5,
2011,Sweden,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),29.1,
2011,United Kingdom,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",23.8,b
2011,United Kingdom,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",76.2,b
2011,United Kingdom,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),43.0,b
2011,United Kingdom,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),33.2,b
2011,Iceland,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",36.9,
2011,Iceland,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",63.1,
2011,Iceland,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),35.7,
2011,Iceland,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),27.4,
2011,Norway,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",25.4,
2011,Norway,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",74.6,
2011,Norway,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.5,
2011,Norway,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),32.1,
2011,Switzerland,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",20.8,
2011,Switzerland,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",79.2,
2011,Switzerland,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),49.2,
2011,Switzerland,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),30.0,
2011,"Former Yugoslav Republic of Macedonia, the",Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",38.0,
2011,"Former Yugoslav Republic of Macedonia, the",Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",62.0,
2011,"Former Yugoslav Republic of Macedonia, the",Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),47.0,
2011,"Former Yugoslav Republic of Macedonia, the",Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),15.0,
2011,Turkey,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",70.0,
2011,Turkey,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",30.0,
2011,Turkey,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),18.7,
2011,Turkey,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),11.3,
2012,European Union (28 countries),Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",28.8,
2012,European Union (28 countries),Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",71.2,
2012,European Union (28 countries),Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),46.6,
2012,European Union (28 countries),Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),24.6,
2012,European Union (27 countries),Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",28.9,
2012,European Union (27 countries),Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",71.1,
2012,European Union (27 countries),Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),46.4,
2012,European Union (27 countries),Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),24.7,
2012,European Union (15 countries),Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",31.3,
2012,European Union (15 countries),Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",68.7,
2012,European Union (15 countries),Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.7,
2012,European Union (15 countries),Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),26.1,
2012,Euro area (19 countries),Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",32.5,
2012,Euro area (19 countries),Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",67.5,
2012,Euro area (19 countries),Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),43.3,
2012,Euro area (19 countries),Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),24.2,
2012,Euro area (18 countries),Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",32.7,
2012,Euro area (18 countries),Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",67.3,
2012,Euro area (18 countries),Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),43.2,
2012,Euro area (18 countries),Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),24.2,
2012,Euro area (17 countries),Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",32.8,
2012,Euro area (17 countries),Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",67.2,
2012,Euro area (17 countries),Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),43.1,
2012,Euro area (17 countries),Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),24.2,
2012,Belgium,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",31.4,
2012,Belgium,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",68.6,
2012,Belgium,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),37.4,
2012,Belgium,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),31.3,
2012,Bulgaria,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",23.0,
2012,Bulgaria,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",77.0,
2012,Bulgaria,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),56.4,
2012,Bulgaria,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),20.7,
2012,Czech Republic,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",13.4,
2012,Czech Republic,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",86.6,
2012,Czech Republic,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),69.6,
2012,Czech Republic,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),17.0,
2012,Denmark,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",29.8,
2012,Denmark,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",70.2,
2012,Denmark,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),41.6,
2012,Denmark,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),28.6,
2012,Germany (until 1990 former territory of the FRG),Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",17.9,
2012,Germany (until 1990 former territory of the FRG),Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",82.1,
2012,Germany (until 1990 former territory of the FRG),Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),57.2,
2012,Germany (until 1990 former territory of the FRG),Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),24.9,
2012,Estonia,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",16.8,
2012,Estonia,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",83.2,
2012,Estonia,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),51.1,
2012,Estonia,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),32.1,
2012,Ireland,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",28.8,
2012,Ireland,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",71.2,
2012,Ireland,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),36.5,
2012,Ireland,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),34.7,
2012,Greece,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",35.9,
2012,Greece,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",64.1,
2012,Greece,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),41.3,
2012,Greece,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),22.9,
2012,Spain,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",46.4,
2012,Spain,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",53.6,
2012,Spain,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),23.6,
2012,Spain,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),30.0,
2012,France,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",30.4,
2012,France,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",69.6,
2012,France,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),41.9,
2012,France,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),27.7,
2012,Croatia,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",23.1,
2012,Croatia,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",76.9,
2012,Croatia,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),61.1,
2012,Croatia,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),15.8,
