TIME,GEO,UNIT,INDIC_NA,Value,Flag and Footnotes
2009,Japan,Million euro,Gross domestic product at market prices,3614690.0,
2009,Japan,Million euro,Gross fixed capital formation,751806.8,
2009,Japan,Million euro,External balance of goods and services,13247.7,
2009,Japan,Euro per inhabitant,Gross domestic product at market prices,28300,
2009,Japan,Euro per inhabitant,Gross fixed capital formation,5900,
2009,Japan,Euro per inhabitant,External balance of goods and services,100,
2009,Japan,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,24000,
2009,Japan,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,5000,
2009,Japan,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,100,
2009,Japan,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0,
2009,Japan,Percentage of gross domestic product (GDP),Gross fixed capital formation,20.8,
2009,Japan,Percentage of gross domestic product (GDP),External balance of goods and services,0.4,
2009,Japan,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,101.7,
2009,Japan,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,111.8,
2009,Japan,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,37.2,
2010,European Union (28 countries),Million euro,Gross domestic product at market prices,12337153.6,
2010,European Union (28 countries),Million euro,Gross fixed capital formation,2279899.2,
2010,European Union (28 countries),Million euro,External balance of goods and services,114900.9,
2010,European Union (28 countries),Euro per inhabitant,Gross domestic product at market prices,24400,
2010,European Union (28 countries),Euro per inhabitant,Gross fixed capital formation,4500,
2010,European Union (28 countries),Euro per inhabitant,External balance of goods and services,200,
2010,European Union (28 countries),Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,24400,
2010,European Union (28 countries),Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,4500,
2010,European Union (28 countries),Purchasing power standard (PPS) per inhabitant,External balance of goods and services,200,
2010,European Union (28 countries),Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0,
2010,European Union (28 countries),Percentage of gross domestic product (GDP),Gross fixed capital formation,18.5,
2010,European Union (28 countries),Percentage of gross domestic product (GDP),External balance of goods and services,0.9,
2010,European Union (28 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,100,
2010,European Union (28 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,99.7,
2010,European Union (28 countries),Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,99.1,
2010,European Union (27 countries),Million euro,Gross domestic product at market prices,12292730.1,
2010,European Union (27 countries),Million euro,Gross fixed capital formation,2270672.5,
2010,European Union (27 countries),Million euro,External balance of goods and services,115100.6,
2010,European Union (27 countries),Euro per inhabitant,Gross domestic product at market prices,24600,
2010,European Union (27 countries),Euro per inhabitant,Gross fixed capital formation,4500,
2010,European Union (27 countries),Euro per inhabitant,External balance of goods and services,200,
2010,European Union (27 countries),Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,24500,
2010,European Union (27 countries),Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,4500,
2010,European Union (27 countries),Purchasing power standard (PPS) per inhabitant,External balance of goods and services,200,
2010,European Union (27 countries),Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0,
2010,European Union (27 countries),Percentage of gross domestic product (GDP),Gross fixed capital formation,18.5,
2010,European Union (27 countries),Percentage of gross domestic product (GDP),External balance of goods and services,0.9,
2010,European Union (27 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,100.0,
2010,European Union (27 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,100.0,
2010,European Union (27 countries),Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,100.0,
2010,European Union (15 countries),Million euro,Gross domestic product at market prices,11346193.1,
2010,European Union (15 countries),Million euro,Gross fixed capital formation,2070650.6,
2010,European Union (15 countries),Million euro,External balance of goods and services,117242.2,
2010,European Union (15 countries),Euro per inhabitant,Gross domestic product at market prices,28500,
2010,European Union (15 countries),Euro per inhabitant,Gross fixed capital formation,5200,
2010,European Union (15 countries),Euro per inhabitant,External balance of goods and services,300,
2010,European Union (15 countries),Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,26900,
2010,European Union (15 countries),Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,4900,
2010,European Union (15 countries),Purchasing power standard (PPS) per inhabitant,External balance of goods and services,300,
2010,European Union (15 countries),Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0,
2010,European Union (15 countries),Percentage of gross domestic product (GDP),Gross fixed capital formation,18.2,
2010,European Union (15 countries),Percentage of gross domestic product (GDP),External balance of goods and services,1.0,
2010,European Union (15 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,109.7,
2010,European Union (15 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,108.3,
2010,European Union (15 countries),Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,121.0,
2010,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Million euro,Gross domestic product at market prices,9153351.1,
2010,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Million euro,Gross fixed capital formation,1735234.3,
2010,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Million euro,External balance of goods and services,120044.2,
2010,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Euro per inhabitant,Gross domestic product at market prices,27700,
2010,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Euro per inhabitant,Gross fixed capital formation,5300,
2010,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Euro per inhabitant,External balance of goods and services,400,
2010,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,26600,
2010,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,5100,
2010,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Purchasing power standard (PPS) per inhabitant,External balance of goods and services,300,
2010,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0,
2010,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Percentage of gross domestic product (GDP),Gross fixed capital formation,19.0,
2010,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Percentage of gross domestic product (GDP),External balance of goods and services,1.3,
2010,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,108.6,
2010,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,111.5,
2010,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,152.1,
2010,Euro area (18 countries),Million euro,Gross domestic product at market prices,9185761.0,
2010,Euro area (18 countries),Million euro,Gross fixed capital formation,1741247.5,
2010,Euro area (18 countries),Million euro,External balance of goods and services,120801.7,
2010,Euro area (18 countries),Euro per inhabitant,Gross domestic product at market prices,27600,
2010,Euro area (18 countries),Euro per inhabitant,Gross fixed capital formation,5200,
2010,Euro area (18 countries),Euro per inhabitant,External balance of goods and services,400,
2010,Euro area (18 countries),Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,26500,
2010,Euro area (18 countries),Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,5000,
2010,Euro area (18 countries),Purchasing power standard (PPS) per inhabitant,External balance of goods and services,300,
2010,Euro area (18 countries),Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0,
2010,Euro area (18 countries),Percentage of gross domestic product (GDP),Gross fixed capital formation,19.0,
2010,Euro area (18 countries),Percentage of gross domestic product (GDP),External balance of goods and services,1.3,
2010,Euro area (18 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,108.1,
2010,Euro area (18 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,110.9,
2010,Euro area (18 countries),Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,151.8,
2010,Euro area (17 countries),Million euro,Gross domestic product at market prices,9167722.2,
2010,Euro area (17 countries),Million euro,Gross fixed capital formation,1737960.2,
2010,Euro area (17 countries),Million euro,External balance of goods and services,121046.3,
2010,Euro area (17 countries),Euro per inhabitant,Gross domestic product at market prices,27700,
2010,Euro area (17 countries),Euro per inhabitant,Gross fixed capital formation,5200,
2010,Euro area (17 countries),Euro per inhabitant,External balance of goods and services,400,
2010,Euro area (17 countries),Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,26600,
2010,Euro area (17 countries),Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,5000,
2010,Euro area (17 countries),Purchasing power standard (PPS) per inhabitant,External balance of goods and services,400,
2010,Euro area (17 countries),Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0,
2010,Euro area (17 countries),Percentage of gross domestic product (GDP),Gross fixed capital formation,19.0,
2010,Euro area (17 countries),Percentage of gross domestic product (GDP),External balance of goods and services,1.3,
2010,Euro area (17 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,108.4,
2010,Euro area (17 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,111.3,
2010,Euro area (17 countries),Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,152.9,
2010,Euro area (16 countries),Million euro,Gross domestic product at market prices,,
2010,Euro area (16 countries),Million euro,Gross fixed capital formation,,
2010,Euro area (16 countries),Million euro,External balance of goods and services,,
2010,Euro area (16 countries),Euro per inhabitant,Gross domestic product at market prices,,
2010,Euro area (16 countries),Euro per inhabitant,Gross fixed capital formation,,
2010,Euro area (16 countries),Euro per inhabitant,External balance of goods and services,,
2010,Euro area (16 countries),Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,,
2010,Euro area (16 countries),Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,,
2010,Euro area (16 countries),Purchasing power standard (PPS) per inhabitant,External balance of goods and services,,
2010,Euro area (16 countries),Percentage of gross domestic product (GDP),Gross domestic product at market prices,,
2010,Euro area (16 countries),Percentage of gross domestic product (GDP),Gross fixed capital formation,,
2010,Euro area (16 countries),Percentage of gross domestic product (GDP),External balance of goods and services,,
2010,Euro area (16 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,,
2010,Euro area (16 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,,
2010,Euro area (16 countries),Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,,
2010,Euro area (15 countries),Million euro,Gross domestic product at market prices,,
2010,Euro area (15 countries),Million euro,Gross fixed capital formation,,
2010,Euro area (15 countries),Million euro,External balance of goods and services,,
2010,Euro area (15 countries),Euro per inhabitant,Gross domestic product at market prices,,
2010,Euro area (15 countries),Euro per inhabitant,Gross fixed capital formation,,
2010,Euro area (15 countries),Euro per inhabitant,External balance of goods and services,,
2010,Euro area (15 countries),Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,,
2010,Euro area (15 countries),Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,,
2010,Euro area (15 countries),Purchasing power standard (PPS) per inhabitant,External balance of goods and services,,
2010,Euro area (15 countries),Percentage of gross domestic product (GDP),Gross domestic product at market prices,,
2010,Euro area (15 countries),Percentage of gross domestic product (GDP),Gross fixed capital formation,,
2010,Euro area (15 countries),Percentage of gross domestic product (GDP),External balance of goods and services,,
2010,Euro area (15 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,,
2010,Euro area (15 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,,
2010,Euro area (15 countries),Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,,
2010,Euro area (13 countries),Million euro,Gross domestic product at market prices,,
2010,Euro area (13 countries),Million euro,Gross fixed capital formation,,
2010,Euro area (13 countries),Million euro,External balance of goods and services,,
2010,Euro area (13 countries),Euro per inhabitant,Gross domestic product at market prices,,
2010,Euro area (13 countries),Euro per inhabitant,Gross fixed capital formation,,
2010,Euro area (13 countries),Euro per inhabitant,External balance of goods and services,,
2010,Euro area (13 countries),Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,,
2010,Euro area (13 countries),Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,,
2010,Euro area (13 countries),Purchasing power standard (PPS) per inhabitant,External balance of goods and services,,
2010,Euro area (13 countries),Percentage of gross domestic product (GDP),Gross domestic product at market prices,,
2010,Euro area (13 countries),Percentage of gross domestic product (GDP),Gross fixed capital formation,,
2010,Euro area (13 countries),Percentage of gross domestic product (GDP),External balance of goods and services,,
2010,Euro area (13 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,,
2010,Euro area (13 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,,
2010,Euro area (13 countries),Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,,
2010,Euro area (12 countries),Million euro,Gross domestic product at market prices,9028104.9,
2010,Euro area (12 countries),Million euro,Gross fixed capital formation,1709773.2,
2010,Euro area (12 countries),Million euro,External balance of goods and services,120793.2,
2010,Euro area (12 countries),Euro per inhabitant,Gross domestic product at market prices,28100,
2010,Euro area (12 countries),Euro per inhabitant,Gross fixed capital formation,5300,
2010,Euro area (12 countries),Euro per inhabitant,External balance of goods and services,400,
2010,Euro area (12 countries),Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,26800,
2010,Euro area (12 countries),Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,5100,
2010,Euro area (12 countries),Purchasing power standard (PPS) per inhabitant,External balance of goods and services,400,
2010,Euro area (12 countries),Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0,
2010,Euro area (12 countries),Percentage of gross domestic product (GDP),Gross fixed capital formation,18.9,
2010,Euro area (12 countries),Percentage of gross domestic product (GDP),External balance of goods and services,1.3,
2010,Euro area (12 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,109.4,
2010,Euro area (12 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,112.2,
2010,Euro area (12 countries),Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,156.4,
2010,Belgium,Million euro,Gross domestic product at market prices,355791.0,
2010,Belgium,Million euro,Gross fixed capital formation,71504.0,
2010,Belgium,Million euro,External balance of goods and services,7504.0,
2010,Belgium,Euro per inhabitant,Gross domestic product at market prices,32700,
2010,Belgium,Euro per inhabitant,Gross fixed capital formation,6600,
2010,Belgium,Euro per inhabitant,External balance of goods and services,700,
2010,Belgium,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,29400,
2010,Belgium,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,5900,
2010,Belgium,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,600,
2010,Belgium,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0,
2010,Belgium,Percentage of gross domestic product (GDP),Gross fixed capital formation,20.1,
2010,Belgium,Percentage of gross domestic product (GDP),External balance of goods and services,2.1,
2010,Belgium,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,120.1,
2010,Belgium,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,130.6,
2010,Belgium,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,270.5,
2010,Bulgaria,Million euro,Gross domestic product at market prices,36052.4,
2010,Bulgaria,Million euro,Gross fixed capital formation,8220.3,
2010,Bulgaria,Million euro,External balance of goods and services,683.0,
2010,Bulgaria,Euro per inhabitant,Gross domestic product at market prices,4800,
2010,Bulgaria,Euro per inhabitant,Gross fixed capital formation,1100,
2010,Bulgaria,Euro per inhabitant,External balance of goods and services,100,
2010,Bulgaria,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,10800,
2010,Bulgaria,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,2500,
2010,Bulgaria,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,200,
2010,Bulgaria,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0,
2010,Bulgaria,Percentage of gross domestic product (GDP),Gross fixed capital formation,22.8,
2010,Bulgaria,Percentage of gross domestic product (GDP),External balance of goods and services,1.9,
2010,Bulgaria,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,44.0,
2010,Bulgaria,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,54.3,
2010,Bulgaria,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,88.9,
2010,Czech Republic,Million euro,Gross domestic product at market prices,149932.0,
2010,Czech Republic,Million euro,Gross fixed capital formation,36803.9,
2010,Czech Republic,Million euro,External balance of goods and services,5026.5,
2010,Czech Republic,Euro per inhabitant,Gross domestic product at market prices,14300,
2010,Czech Republic,Euro per inhabitant,Gross fixed capital formation,3500,
2010,Czech Republic,Euro per inhabitant,External balance of goods and services,500,
2010,Czech Republic,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,19700,
2010,Czech Republic,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,4800,
2010,Czech Republic,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,700,
2010,Czech Republic,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0,
2010,Czech Republic,Percentage of gross domestic product (GDP),Gross fixed capital formation,24.5,
2010,Czech Republic,Percentage of gross domestic product (GDP),External balance of goods and services,3.4,
2010,Czech Republic,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,80.3,
2010,Czech Republic,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,106.7,
2010,Czech Republic,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,287.5,
2010,Denmark,Million euro,Gross domestic product at market prices,236334.1,
2010,Denmark,Million euro,Gross fixed capital formation,39988.2,
2010,Denmark,Million euro,External balance of goods and services,13107.6,
2010,Denmark,Euro per inhabitant,Gross domestic product at market prices,42600,
2010,Denmark,Euro per inhabitant,Gross fixed capital formation,7200,
2010,Denmark,Euro per inhabitant,External balance of goods and services,2400,
2010,Denmark,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,31200,
2010,Denmark,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,5300,
2010,Denmark,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,1700,
2010,Denmark,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0,
2010,Denmark,Percentage of gross domestic product (GDP),Gross fixed capital formation,16.9,
2010,Denmark,Percentage of gross domestic product (GDP),External balance of goods and services,5.5,
2010,Denmark,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,127.2,
2010,Denmark,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,116.5,
2010,Denmark,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,753.5,
2010,Germany (until 1990 former territory of the FRG),Million euro,Gross domestic product at market prices,2495000.0,
2010,Germany (until 1990 former territory of the FRG),Million euro,Gross fixed capital formation,435050.0,
2010,Germany (until 1990 former territory of the FRG),Million euro,External balance of goods and services,140200.0,
2010,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Gross domestic product at market prices,30500,
2010,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Gross fixed capital formation,5300,
2010,Germany (until 1990 former territory of the FRG),Euro per inhabitant,External balance of goods and services,1700,
2010,Germany (until 1990 former territory of the FRG),Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,29200,
2010,Germany (until 1990 former territory of the FRG),Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,5100,
2010,Germany (until 1990 former territory of the FRG),Purchasing power standard (PPS) per inhabitant,External balance of goods and services,1600,
2010,Germany (until 1990 former territory of the FRG),Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0,
2010,Germany (until 1990 former territory of the FRG),Percentage of gross domestic product (GDP),Gross fixed capital formation,17.4,
2010,Germany (until 1990 former territory of the FRG),Percentage of gross domestic product (GDP),External balance of goods and services,5.6,
2010,Germany (until 1990 former territory of the FRG),Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,119.1,
2010,Germany (until 1990 former territory of the FRG),Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,112.4,
2010,Germany (until 1990 former territory of the FRG),Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,714.8,
2010,Estonia,Million euro,Gross domestic product at market prices,14530.4,
2010,Estonia,Million euro,Gross fixed capital formation,2902.2,
2010,Estonia,Million euro,External balance of goods and services,938.7,
2010,Estonia,Euro per inhabitant,Gross domestic product at market prices,10800,
2010,Estonia,Euro per inhabitant,Gross fixed capital formation,2200,
2010,Estonia,Euro per inhabitant,External balance of goods and services,700,
2010,Estonia,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,15800,
2010,Estonia,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,3200,
2010,Estonia,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,1000,
2010,Estonia,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0,
2010,Estonia,Percentage of gross domestic product (GDP),Gross fixed capital formation,20.0,
2010,Estonia,Percentage of gross domestic product (GDP),External balance of goods and services,6.5,
2010,Estonia,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,64.3,
2010,Estonia,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,69.6,
2010,Estonia,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,443.9,
2010,Ireland,Million euro,Gross domestic product at market prices,158096.7,
2010,Ireland,Million euro,Gross fixed capital formation,19234.2,
2010,Ireland,Million euro,External balance of goods and services,29484.1,
2010,Ireland,Euro per inhabitant,Gross domestic product at market prices,34700,
2010,Ireland,Euro per inhabitant,Gross fixed capital formation,4200,
2010,Ireland,Euro per inhabitant,External balance of goods and services,6500,
2010,Ireland,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,31400,
2010,Ireland,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,3800,
2010,Ireland,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,5800,
2010,Ireland,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0,
2010,Ireland,Percentage of gross domestic product (GDP),Gross fixed capital formation,12.2,
2010,Ireland,Percentage of gross domestic product (GDP),External balance of goods and services,18.6,
2010,Ireland,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,127.9,
2010,Ireland,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,84.2,
2010,Ireland,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,2546.5,
2010,Greece,Million euro,Gross domestic product at market prices,222151.5,
2010,Greece,Million euro,Gross fixed capital formation,39185.3,p
2010,Greece,Million euro,External balance of goods and services,20606.1,p
2010,Greece,Euro per inhabitant,Gross domestic product at market prices,19900,
2010,Greece,Euro per inhabitant,Gross fixed capital formation,3500,p
2010,Greece,Euro per inhabitant,External balance of goods and services,1800,p
2010,Greece,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,21600,
2010,Greece,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,3800,p
2010,Greece,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,2000,p
2010,Greece,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0,
2010,Greece,Percentage of gross domestic product (GDP),Gross fixed capital formation,17.6,p
2010,Greece,Percentage of gross domestic product (GDP),External balance of goods and services,9.3,p
2010,Greece,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,88.2,
2010,Greece,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,84.3,p
2010,Greece,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,874.1,p
2010,Spain,Million euro,Gross domestic product at market prices,1045620.0,
2010,Spain,Million euro,Gross fixed capital formation,232481.0,
2010,Spain,Million euro,External balance of goods and services,22633.0,
2010,Spain,Euro per inhabitant,Gross domestic product at market prices,22700,
2010,Spain,Euro per inhabitant,Gross fixed capital formation,5000,
2010,Spain,Euro per inhabitant,External balance of goods and services,500,
2010,Spain,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,24200,
2010,Spain,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,5400,
2010,Spain,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,500,
2010,Spain,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0,
2010,Spain,Percentage of gross domestic product (GDP),Gross fixed capital formation,22.2,
2010,Spain,Percentage of gross domestic product (GDP),External balance of goods and services,2.2,
2010,Spain,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,99,
2010,Spain,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,118.4,
2010,Spain,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,227.4,
2010,France,Million euro,Gross domestic product at market prices,1936719.7,
2010,France,Million euro,Gross fixed capital formation,377155.0,
2010,France,Million euro,External balance of goods and services,43824.0,
2010,France,Euro per inhabitant,Gross domestic product at market prices,29900,
2010,France,Euro per inhabitant,Gross fixed capital formation,5800,
2010,France,Euro per inhabitant,External balance of goods and services,700,
2010,France,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,26600,
2010,France,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,5200,
2010,France,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,600,
2010,France,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0,
2010,France,Percentage of gross domestic product (GDP),Gross fixed capital formation,19.5,
2010,France,Percentage of gross domestic product (GDP),External balance of goods and services,2.3,
2010,France,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,108.5,
2010,France,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,114.3,
2010,France,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,262.1,
2010,Croatia,Million euro,Gross domestic product at market prices,44423.4,
2010,Croatia,Million euro,Gross fixed capital formation,9226.7,
2010,Croatia,Million euro,External balance of goods and services,199.7,
2010,Croatia,Euro per inhabitant,Gross domestic product at market prices,10300,
2010,Croatia,Euro per inhabitant,Gross fixed capital formation,2100,
2010,Croatia,Euro per inhabitant,External balance of goods and services,0,
2010,Croatia,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,14700,
2010,Croatia,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,3000,
2010,Croatia,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,100,
2010,Croatia,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0,
2010,Croatia,Percentage of gross domestic product (GDP),Gross fixed capital formation,20.8,
